id,id_file,id_finapp,N0,SHP,bd,Owner,lat,lon,Region,Nation
ID_bar_0002,Baroni DISTAL Imola,67,1000,0,1.35,Baroni_DISTAL,44.38480888,11.69877665,EmiliaRomagna,Italy
