neutrons,muons,gamma,integration_time.s.,V_in.Volt.,temperature_in..C.,temperature_ext..C.,ur...,pressure.hPa.,N_jung,fi,fp,Nc,Nc_SGF,SM
623,3439,0,3615,14.1,29.9,0,0,1009.5,153.475,0.9990011427806859,1.0056612103291864,625.9011230839275,652.3604714276395,0.2338205399536087
647,3571,0,3614,14.1,31.2,0,0,1009.1,153.217,1.0006833470715766,1.0026086425037644,649.1310706027613,654.3722599566331,0.2310485691893127
657,3319,0,3611,14.4,30.7,0,0,1008.8,151.111,1.0146296456794395,1.0003252987998221,666.828525189936,656.2660096584899,0.2284750895069938
655,3441,0,3617,13.3,26.3,0,0,1008.6,148.492,1.0325249871256752,0.9988059593361628,675.4963322495256,658.0439881265648,0.22608994954557748
615,3591,0,3615,13.1,22.3,0,0,1008.7,147.893,1.0367069461588159,0.99956534039350875,637.2976438882143,659.7084629541605,0.22388379008729162
682,3255,0,3611,12.8,20.4,0,0,1009.1,148.356,1.0334715170823274,1.0026086425037644,706.6662178192048,661.2617017345798,0.2218479681924482
662,3508,0,3616,12.6,17.7,0,0,1009.5,147.365,1.0404214052744256,1.0056612103291864,692.6581796886047,662.7059720611692,0.21997448963328423
665,3334,0,3608,12.9,17.1,0,0,1009.9,148.1,1.0352579364501402,1.0087230720804075,694.4518964243197,664.0435415272765,0.21825594856353658
625,3238,0,3610,12.8,16.5,0,0,1009.9,148.136,1.0350063481413414,1.0087230720804075,652.521739449911,665.2766777262136,0.2166854735115722
616,3239,0,3612,12.7,16.1,0,0,1009.9,149.605,1.0248434236039288,1.0087230720804075,636.810455302041,666.4076482512589,0.2152566789124543
641,3304,0,3613,12.7,15.6,0,0,1009.7,150.402,1.0194126433708712,1.0071909776975558,658.1424020674868,667.4387206957826,0.21396362150197362
658,3279,0,3613,12.5,14.1,0,0,1010,150.908,1.0159945157862125,1.0094899930082268,674.8686831874227,668.3721626530951,0.21280076098755818
630,3381,0,3615,12.5,13.2,0,0,1010.4,151.15,1.014367849078834,1.0125635119687726,647.0804791656286,669.2102417165282,0.21176292448743345
621,3453,0,3616,12.5,12.3,0,0,1010.1,152.158,1.0076479737395718,1.0102574970174942,632.1680142112564,669.9552254793932,0.21084527429665453
667,3375,0,3617,12.6,11.8,0,0,1009.9,152.453,1.0056981521404351,1.0087230720804075,676.6521100516634,670.6093815350199,0.21004327859448874
