"Index" "neutrons" "muons" "gamma" "integration_time.s." "V_in.Volt." "temperature_in..C." "temperature_ext..C." "ur..." "pressure.hPa." "N_jung" "fi" "fp" "Nc" "Nc_SGF" "SM"
"2023-05-22 03:00:00" 581 3246 0 3609 13 15.1 0 0 1007.1 153.844 0.996605380754019 0.987484227883099 571.780747147372 618.518432410198 0.287232125711779
"2023-05-22 04:00:00" 614 3380 0 3611 12.6 14.9 0 0 1007.2 153.85 0.996566514115836 0.988235001153996 604.69293287956 618.283056116091 0.287655012306583
"2023-05-22 05:00:00" 569 3428 0 3610 12.8 15.1 0 0 1007.2 154.335 0.993434789235891 0.988235001153996 558.614060119475 618.026667991831 0.288116570341155
"2023-05-22 06:00:00" 649 3430 0 3611 12.6 16.5 0 0 1007.2 153.146 1.00114765123948 0.988235001153996 642.100578530401 617.867663690887 0.288403298536805
"2023-05-22 07:00:00" 627 3473 0 3610 12.9 23.9 0 0 1007.7 154.733 0.990879503381446 0.991997438261421 616.30960547055 618.799643074042 0.28672794875771
"2023-05-22 08:00:00" 610 3422 0 3615 13 28.4 0 0 1007.9 154.385 0.993113049821688 0.993506420903856 601.865156925568 618.94099864677 0.286474948865339
"2023-05-22 09:00:00" 659 3425 0 3614 13.3 30.4 0 0 1007.9 153.83 0.996696081367232 0.993506420903856 652.55758735199 621.776088050498 0.281461139370342
"2023-05-22 10:00:00" 639 3436 0 3612 13.4 32.8 0 0 1008 154.985 0.989268369175864 0.994261772781099 628.515110673066 622.947680672593 0.279422277933164
"2023-05-22 11:00:00" 604 3366 0 3613 13.9 35.2 0 0 1008 154.867 0.990022136392655 0.994261772781099 594.542063311065 624.476029958456 0.276791014023979
"2023-05-22 12:00:00" 633 3616 0 3612 14.4 35.8 0 0 1007.7 154.536 0.992142660588609 0.991997438261421 623.000484880157 624.184364860197 0.277290693236357
"2023-05-22 13:00:00" 654 3512 0 3611 14.1 35.5 0 0 1007.6 154.302 0.993647251472575 0.991243806624638 644.155131330627 624.283516580845 0.277120697373901
"2023-05-22 14:00:00" 633 3379 0 3607 14.3 36.4 0 0 1007.3 154.052 0.995259770705485 0.988986345229456 623.060838575424 624.559838965595 0.276647646303375
"2023-05-22 15:00:00" 605 3338 0 3613 13.3 35.8 0 0 1007.1 154.587 0.991815341501687 0.987484227883099 592.53821405677 624.660847808968 0.276474982109112
"2023-05-22 16:00:00" 638 3517 0 3606 13 35.1 0 0 1006.5 154.528 0.992194024362713 0.982991550892399 622.253102702874 625.853712256883 0.274446296462344
"2023-05-22 17:00:00" 626 3575 0 3616 13.1 35.3 0 0 1005.9 154.065 0.995175790716394 0.978519313870229 609.598006176955 625.565409489079 0.274934859282622
"2023-05-22 18:00:00" 627 3339 0 3614 14.1 34.9 0 0 1005.9 154.035 0.995369612079861 0.978519313870229 610.690720442008 626.458026623009 0.273425807352727
"2023-05-22 19:00:00" 643 3605 0 3613 13.2 30.3 0 0 1006.2 153.69 0.997603996334969 0.980752883207316 629.113126238097 627.553897237444 0.271587552387824
"2023-05-22 20:00:00" 685 3409 0 3612 13 25 0 0 1006.4 153.866 0.996462884566579 0.982244761129776 670.457756897664 628.820901442704 0.269481785408578
"2023-05-22 21:00:00" 639 3599 0 3607 12.9 21.8 0 0 1006.9 154.293 0.99370521149191 0.98598439202074 626.078032603642 629.775339025008 0.267909175786857
"2023-05-22 22:00:00" 641 3416 0 3607 12.7 19.8 0 0 1007.3 154.437 0.992778661827938 0.988986345229456 629.362350385505 630.137152930119 0.267316061343092
"2023-05-22 23:00:00" 646 3304 0 3613 12.7 18.4 0 0 1007.8 155.249 0.987586124205124 0.99275164287595 633.356324746839 631.406960435041 0.265247583476812
"2023-05-23 00:00:00" 626 3449 0 3616 13.1 17.4 0 0 1007.8 155.341 0.987001230819431 0.99275164287595 613.384280478776 630.777716480705 0.266270065496571
"2023-05-23 01:00:00" 639 3535 0 3608 12.9 16.7 0 0 1007.8 154.216 0.994201368189561 0.99275164287595 630.68983159499 633.207666545674 0.262348768989143
"2023-05-23 02:00:00" 698 3450 0 3607 13.1 16.3 0 0 1007.5 154.583 0.991841005781498 0.990490747530307 685.721718794913 633.719816522353 0.261531585167754
"2023-05-23 03:00:00" 699 3403 0 3609 12.7 15.8 0 0 1007.6 154.645 0.991443358638956 0.991243806624638 686.950700120126 636.954973480517 0.256442592771884
"2023-05-23 04:00:00" 631 3290 0 3611 12.7 15.6 0 0 1007.4 155.121 0.988401043035574 0.989738260543458 617.281005632676 639.042218111931 0.253224737707125
"2023-05-23 05:00:00" 685 3462 0 3610 12.6 15.6 0 0 1007.3 155.339 0.9870139385262 0.988986345229456 668.658165811187 639.412665689871 0.252658876412399
"2023-05-23 06:00:00" 652 3375 0 3611 12.7 20.5 0 0 1007.6 155.842 0.983828224719404 0.991243806624638 635.839289717225 640.590446058186 0.250870178885177
"2023-05-23 07:00:00" 664 3314 0 3607 12.7 25.9 0 0 1007.6 156.025 0.982674303455993 0.991243806624638 646.782358640676 639.575024537151 0.252411365961512
"2023-05-23 08:00:00" 687 3289 0 3609 13.4 32.3 0 0 1007.6 156.716 0.978341446927699 0.991243806624638 666.235356321482 640.537081587768 0.25095088426912
"2023-05-23 09:00:00" 683 3383 0 3612 12.9 35.1 0 0 1007.8 156.656 0.978716156398231 0.99275164287595 663.617875294554 642.327150172577 0.248261078818252
"2023-05-23 10:00:00" 605 3340 0 3607 13.5 36.8 0 0 1007.8 156.344 0.980669281819074 0.99275164287595 589.004429589537 641.779151641347 0.249080725099968
"2023-05-23 11:00:00" 602 3441 0 3613 13.3 37.7 0 0 1007.8 157.081 0.976068131707344 0.99275164287595 583.333931269417 643.069666578486 0.247155777735432
"2023-05-23 12:00:00" 630 3546 0 3607 14.1 39.7 0 0 1007.5 156.458 0.979954736713503 0.990490747530307 611.50074281933 643.217561400794 0.246936346033862
"2023-05-23 13:00:00" 644 3631 0 3606 14.1 38.8 0 0 1007.4 156.95 0.976882817436899 0.989738260543458 622.656745512204 642.464000805162 0.248056908406562
"2023-05-23 14:00:00" 675 3478 0 3614 14 38.6 0 0 1006.8 156.447 0.9800236386554 0.985235328562973 651.74889035034 642.586320685776 0.247874591529782
"2023-05-23 15:00:00" 648 3630 0 3606 14.2 39.4 0 0 1006.3 156.403 0.980299343342016 0.981498538711754 623.481217697702 643.114493781635 0.247089242282845
"2023-05-23 16:00:00" 702 3560 0 3614 14.3 39.6 0 0 1005.7 155.99 0.982894789388559 0.977033094326147 674.145157706292 642.45385991106 0.248072030737042
"2023-05-23 17:00:00" 684 3479 0 3611 14.1 39.2 0 0 1005.6 156.556 0.979341310436657 0.976290831270148 653.987408371366 640.938901411801 0.250343982229354
"2023-05-23 18:00:00" 680 3409 0 3611 14.2 37.1 0 0 1005.4 155.864 0.983689358650627 0.974807996446578 652.057611925785 640.502705480387 0.251002889723555
"2023-05-23 19:00:00" 650 3523 0 3606 12.9 31.3 0 0 1005.7 156.597 0.979084900711516 0.977033094326147 621.788927597618 639.623525222944 0.252337486597566
"2023-05-23 20:00:00" 654 3656 0 3611 12.9 27.1 0 0 1006.3 156.648 0.978766139348867 0.981498538711754 628.270028224493 637.456954063787 0.255664079778784
"2023-05-23 21:00:00" 637 3527 0 3613 13 23.8 0 0 1006.7 156.327 0.980775926082643 0.98448683417716 615.062348404496 637.909253172602 0.254965134293186
"2023-05-23 22:00:00" 675 3433 0 3626 13 21.5 0 0 1007.3 155.679 0.98485831869887 0.988986345229456 657.457714695705 637.530679477418 0.255549988214833
"2023-05-23 23:00:00" 675 3582 0 3608 13.1 21.2 0 0 1007.2 156.367 0.980525035312574 0.988235001153996 654.06768259746 637.584531023153 0.255466691893816
"2023-05-24 00:00:00" 677 3520 0 3612 12.8 19.8 0 0 1006.9 155.979 0.982964105403428 0.98598439202074 656.139778976665 636.41066569979 0.25729009066279
"2023-05-24 01:00:00" 722 3555 0 3613 12.6 18.6 0 0 1006.8 156.54 0.979441409203535 0.985235328562973 696.715761152684 635.732135383414 0.258351474243628
"2023-05-24 02:00:00" 692 3391 0 3615 13 17 0 0 1006.8 156.904 0.977169213001079 0.985235328562973 666.217208397856 635.014602255723 0.25947982512942
"2023-05-24 03:00:00" 680 3405 0 3607 12.8 16.5 0 0 1006.9 156.845 0.977536792353733 0.98598439202074 655.408493523024 634.140256249853 0.260863120359633
"2023-05-24 04:00:00" 638 3409 0 3609 12.9 15.8 0 0 1007 156.414 0.980230402628418 0.986734024983119 617.090628600479 635.416935536011 0.258846382140502
"2023-05-24 05:00:00" 638 3560 0 3609 12.9 16.3 0 0 1007.1 157.186 0.975416119735354 0.987484227883099 614.526725603697 637.763614907702 0.25518993188414
"2023-05-24 06:00:00" 646 3444 0 3609 13 21.6 0 0 1007.3 157.325 0.974554318746044 0.988986345229456 622.628310395054 637.462267880927 0.255655854420439
"2023-05-24 07:00:00" 640 3499 0 3606 13 27.5 0 0 1007.6 157.711 0.972169082668433 0.991243806624638 616.740212599706 638.881583868062 0.253470595925142
"2023-05-24 08:00:00" 654 3421 0 3606 12.9 33.9 0 0 1007.7 157.107 0.975906599939667 0.991997438261421 633.135338018156 639.838417286363 0.252010471089836
"2023-05-24 09:00:00" 666 3610 0 3606 13.3 36.4 0 0 1007.9 157.641 0.972600771352131 0.993506420903856 643.545884135381 640.346932470736 0.2512387159159
"2023-05-24 10:00:00" 608 3433 0 3610 13.4 37.7 0 0 1007.7 158.214 0.96907832553833 0.991997438261421 584.484515576484 641.996606412734 0.24875507787588
"2023-05-24 11:00:00" 663 3340 0 3616 13.8 39.1 0 0 1007.8 157.69 0.972298549031145 0.99275164287595 639.961401010687 641.496733827687 0.249504441550094
"2023-05-24 12:00:00" 652 3324 0 3612 14.1 38.3 0 0 1007.6 158.171 0.969341776916889 0.991243806624638 626.476829432145 640.487456077555 0.251025963851701
"2023-05-24 13:00:00" 671 3531 0 3616 13.2 35.1 0 0 1007 158.058 0.970034785943902 0.986734024983119 642.258606563112 639.435084231243 0.252624682237585
"2023-05-24 14:00:00" 660 3377 0 3616 13.2 32.9 0 0 1006.3 156.411 0.980249203679545 0.981498538711754 634.99468624999 638.985272010674 0.253311862527154
"2023-05-24 15:00:00" 654 3546 0 3611 13.2 29.8 0 0 1006.4 156.912 0.977119393014692 0.982244761129776 627.68984473069 638.218668262936 0.254488357988723
"2023-05-24 16:00:00" 659 3743 0 3611 13.2 30.4 0 0 1006.7 156.972 0.976745904981279 0.98448683417716 633.690105817956 638.748093723803 0.253675134111526
"2023-05-24 17:00:00" 682 3633 0 1031.5 13.5 30.9 0 0 1006.2 156.779 0.977948310658451 0.980752883207316 654.123676458692 636.940804190384 0.256464610489428
"2023-05-24 18:00:00" 677 3618 0 3615 13.1 26.6 0 0 1006.2 156.588 0.979141174270834 0.980752883207316 650.12007362932 638.010223887121 0.254809427062799
"2023-05-24 19:00:00" 661 3580 0 3615 13 24.4 0 0 1006.8 156.291 0.981001837576836 0.985235328562973 638.868178393256 640.279873751471 0.251340321050506
"2023-05-24 20:00:00" 660 3540 0 3612 12.9 22.4 0 0 1007 156.738 0.978204125334771 0.986734024983119 637.050013938802 640.758453217906 0.25061630371607
"2023-05-24 21:00:00" 699 3354 0 3606 12.8 21.2 0 0 1007.7 156.278 0.981083442306155 0.991997438261421 680.289350780393 639.42158744651 0.252645267699054
"2023-05-24 22:00:00" 622 3474 0 3609 13 19.7 0 0 1007.7 155.856 0.983739850866962 0.991997438261421 606.989530248885 640.251315498309 0.251383606986682
"2023-05-24 23:00:00" 696 3442 0 3613 12.6 19.2 0 0 1007.8 155.934 0.983247772754635 0.99275164287595 679.380105862373 639.638961545046 0.252313978616174
"2023-05-25 00:00:00" 639 3477 0 3614 12.9 19 0 0 1008 155.952 0.983134286169599 0.994261772781099 624.617923641025 640.197153503316 0.251465726006582
"2023-05-25 01:00:00" 683 3416 0 3614 12.9 18.8 0 0 1008.5 156.296 0.980970454757136 0.998047155189167 668.694409067673 639.784389630762 0.252092639167303
"2023-05-25 02:00:00" 667 3436 0 3606 12.5 18.6 0 0 1008.8 155.261 0.987509794453992 1.00032529879982 658.883297146695 640.979066027168 0.250283417938861
"2023-05-25 03:00:00" 647 3449 0 3616 12.7 19.2 0 0 1009 155.652 0.985029156045032 1.0018469494155 638.490950429667 642.239353274226 0.248392173792915
"2023-05-25 04:00:00" 666 3354 0 3615 12.7 19.3 0 0 1009.4 155.729 0.984542109669498 1.00489719817073 658.916162586994 644.203027366796 0.245480296996344
"2023-05-25 05:00:00" 652 3398 0 3616 12.9 19.8 0 0 1009.9 155.963 0.983064946152109 1.00872307208041 646.549470734199 646.663449741456 0.241890573682732
"2023-05-25 06:00:00" 623 3434 0 3614 12.9 21 0 0 1010.5 156.4 0.98031814703786 1.01333335274031 618.881393531895 645.804313163662 0.243136711807564
"2023-05-25 07:00:00" 644 3561 0 3614 12.8 22 0 0 1011.3 157.446 0.973805356736413 1.0195131871845 639.367967495732 645.556170763075 0.243498087808531
"2023-05-25 08:00:00" 631 3436 0 3612 13.5 26.5 0 0 1011.9 156.708 0.978391391611923 1.02417278312266 632.288397588705 644.063587909965 0.245685681389669
"2023-05-25 09:00:00" 611 3394 0 3607 13.3 25.2 0 0 1012.2 156.457 0.979961000126049 1.02651056112237 614.629533147752 644.025049585867 0.245742482736661
"2023-05-25 10:00:00" 632 3512 0 3613 13.2 29.1 0 0 1012.9 156.511 0.979622890382921 1.03198614945817 638.924984886565 645.557536828028 0.243496096579211
"2023-05-25 11:00:00" 616 3526 0 3609 13.1 32.3 0 0 1013.1 157.036 0.976347832323297 1.03355596116 621.611835314244 645.84427960425 0.243078568913831
"2023-05-25 12:00:00" 695 3386 0 3614 13 30.1 0 0 1013.2 157.045 0.976291879376748 1.03434176225707 701.82452677931 645.100965800141 0.244162721520092
"2023-05-25 13:00:00" 637 3539 0 3613 12.9 31.9 0 0 1013 155.333 0.98705206360993 1.03277075704487 649.356848944432 644.911952497768 0.244439346698336
"2023-05-25 14:00:00" 629 3463 0 3608 13.2 32.9 0 0 1012.7 156.442 0.980054960923034 1.0304187220576 635.206330659347 644.933801084215 0.244407351221012
"2023-05-25 15:00:00" 628 3163 0 3610 14.3 34.5 0 0 1012.2 156.081 0.982321731643963 1.02651056112237 633.252360866199 644.091247340455 0.245644924280726
"2023-05-25 16:00:00" 645 3393 0 3610 14.1 35.5 0 0 1012.5 156.385 0.98041217633866 1.0288536753369 650.611932776346 642.512883355868 0.247984029547132
"2023-05-25 17:00:00" 631 3544 0 3609 13.5 32.5 0 0 1012.3 156.466 0.979904632295331 1.02729100568019 635.194392779432 640.995493205108 0.250258652581131
"2023-05-25 18:00:00" 684 3431 0 3622 13.1 28.6 0 0 1012.2 156.139 0.981956834594312 1.02651056112237 689.464517913712 641.507708036779 0.249487960166668
"2023-05-25 19:00:00" 645 3588 0 3606 13 24.8 0 0 1012.3 156.502 0.97967922580364 1.02729100568019 649.13809884228 642.082763550964 0.248626199154105
"2023-05-25 20:00:00" 582 3388 0 3609 12.8 21.8 0 0 1012.6 156.248 0.98127181273822 1.02963590133839 588.025264047401 642.164552828051 0.248503930181303
"2023-05-25 21:00:00" 636 3455 0 3606 13.1 19.9 0 0 1013.1 156.418 0.980205335682091 1.03355596116 644.329735155818 642.953634065051 0.247328102989428
"2023-05-25 22:00:00" 667 3361 0 3611 13 18.7 0 0 1013.5 156.158 0.981837358295581 1.03670275198052 678.921618725323 642.650310993766 0.247779280104956
"2023-05-25 23:00:00" 600 3341 0 3614 12.6 17.8 0 0 1013.4 156.432 0.980117611465182 1.03591515721294 609.191213740873 642.319809060418 0.248272037024006
"2023-05-26 00:00:00" 630 3314 0 3616 12.8 17.1 0 0 1013.4 156.978 0.976708571880909 1.03591515721294 637.425944688478 639.899368302411 0.251917813389048
"2023-05-26 01:00:00" 627 3381 0 3606 12.5 16.4 0 0 1013.4 156.015 0.982737289342187 1.03591515721294 638.30634839963 641.345288681172 0.249732023387533
"2023-05-26 02:00:00" 666 3508 0 3607 12.7 16.2 0 0 1013.3 156.96 0.976820579744657 1.03512816078998 673.415570428501 642.679413046953 0.247735948477281
"2023-05-26 03:00:00" 618 3564 0 3608 12.7 15.9 0 0 1013.2 156.789 0.977885937130292 1.03434176225707 625.087386841611 644.13753831706 0.245576731492345
"2023-05-26 04:00:00" 665 3365 0 3607 12.9 15.6 0 0 1013 156.76 0.978066842285796 1.03277075704487 671.729024043412 644.870528089471 0.244500023440545
"2023-05-26 05:00:00" 620 3336 0 3608 12.9 17.9 0 0 1013.1 156.681 0.978559992575496 1.03355596116 627.065838481033 645.800263993694 0.243142603458236
"2023-05-26 06:00:00" 593 3350 0 3609 12.8 24.1 0 0 1013.3 157.34 0.974461409665192 1.03512816078998 598.15462092129 646.314516914167 0.242395743386345
"2023-05-26 07:00:00" 665 3352 0 3611 12.8 28.3 0 0 1013.5 157.548 0.973174893979748 1.03670275198052 670.913905346859 648.276174648754 0.239572319147425
"2023-05-26 08:00:00" 638 3343 0 3612 13.2 31.5 0 0 1013.9 157.305 0.974678225083254 1.03985912360058 646.630892663833 648.127680063848 0.239784644751218
"2023-05-26 09:00:00" 692 3407 0 3608 13.1 33.8 0 0 1013.7 157.622 0.972718010155443 1.03827973836956 698.887753555357 648.621867005642 0.239078912535954
"2023-05-26 10:00:00" 645 3327 0 3606 13.1 35.4 0 0 1013.6 159.007 0.964245336348219 1.03749094554764 645.255294707343 648.747645263452 0.23889969509916
"2023-05-26 11:00:00" 599 3433 0 3613 13.9 37.7 0 0 1013.7 158.609 0.966664931981926 1.03827973836956 601.197498988867 647.919936742282 0.240082070918399
"2023-05-26 12:00:00" 649 3372 0 3610 14.2 37.4 0 0 1013.4 158.614 0.96663445973698 1.03591515721294 649.876986123493 646.410612273154 0.24225649253834
"2023-05-26 13:00:00" 619 3630 0 3611 13.6 36.1 0 0 1013.1 158.548 0.967036848126254 1.03355596116 618.682266707161 645.630379137231 0.243389947596222
"2023-05-26 14:00:00" 650 3301 0 3615 13.2 36.6 0 0 1012.6 158.47 0.96751283016799 1.02963590133839 647.520864215206 647.959770908486 0.240025005631792
"2023-05-26 15:00:00" 628 3245 0 3606 14.3 39.4 0 0 1012.2 158.508 0.967280882963139 1.02651056112237 623.556298334199 648.353800772242 0.239461415928376
"2023-05-26 16:00:00" 674 3653 0 3615 14.4 39.6 0 0 1011.7 158.322 0.968417264794036 1.02261722301749 667.475797306917 647.930504043713 0.240066930899092
"2023-05-26 17:00:00" 696 3381 0 3613 14 38.5 0 0 1011.4 157.506 0.973434397398965 1.02028831171678 691.255881570903 647.872895434849 0.240149482171168
"2023-05-26 18:00:00" 696 3731 0 3613 13 34 0 0 1010.8 157.491 0.973527110734717 1.01564638864348 688.176468807907 648.412843228301 0.239377104609268
"2023-05-26 19:00:00" 632 3524 0 3615 12.8 29.6 0 0 1010.7 157.442 0.973830097411881 1.01487479063249 624.615469452621 647.96189262034 0.240021966590217
"2023-05-26 20:00:00" 644 3557 0 3609 13.3 25.5 0 0 1011.2 157.159 0.975583696744834 1.01873865152308 640.048943867306 650.016996663312 0.2371001127958
"2023-05-26 21:00:00" 657 3473 0 3606 12.8 23.1 0 0 1011.4 157.025 0.976416227968294 1.02028831171678 654.520524551679 650.807607604018 0.235987530917459
"2023-05-26 22:00:00" 618 3249 0 3615 12.9 21.7 0 0 1012 157.317 0.974603877500342 1.02495145029388 617.333584462316 650.598308098399 0.236281451660768
"2023-05-26 23:00:00" 649 3349 0 3608 13 20.4 0 0 1012 157.179 0.975459560098495 1.02495145029388 648.869350346061 651.500772498271 0.235017257671622
"2023-05-27 00:00:00" 701 3322 0 3612 12.9 19.6 0 0 1012.2 157.255 0.974988128814482 1.02651056112237 701.585763449102 652.40169676121 0.233763337864687
"2023-05-27 01:00:00" 710 3383 0 3613 13 19.1 0 0 1012.4 157.502 0.973459119228463 1.02807204360133 710.558135307962 651.600946621812 0.23487743453813
"2023-05-27 02:00:00" 659 3457 0 3614 12.9 19 0 0 1012.3 157.656 0.972508234362925 1.02729100568019 658.373266031121 650.82170658206 0.23596774748874
"2023-05-27 03:00:00" 603 3360 0 3617 12.7 18.6 0 0 1013.1 157.846 0.971337621458392 1.03355596116 605.370868741247 650.753968891616 0.236062814069428
"2023-05-27 04:00:00" 637 3364 0 3616 12.5 18.5 0 0 1013.5 158.06 0.970022511683673 1.03670275198052 640.583129679096 651.415416587721 0.235136476637931
"2023-05-27 05:00:00" 659 3446 0 3606 12.5 19.9 0 0 1013.2 158.459 0.967579993542312 1.03434176225707 659.532732730214 651.10025815856 0.235577298834064
"2023-05-27 06:00:00" 628 3209 0 3616 12.7 22.3 0 0 1013.6 157.82 0.97149764413079 1.03749094554764 632.97376590732 653.530192760996 0.232204002465032
"2023-05-27 07:00:00" 661 3548 0 3611 13.3 27 0 0 1014.4 158.142 0.96951953432182 1.04381810557203 668.933350840012 653.778766895963 0.231862205797515
"2023-05-27 08:00:00" 601 3419 0 3607 12.9 33.5 0 0 1014.4 158.407 0.967897619402686 1.04381810557203 607.195744743027 654.036769928869 0.231508081322199
"2023-05-27 09:00:00" 641 3582 0 3613 12.9 36 0 0 1014 158.648 0.966427299409519 1.04064971692192 644.661581451481 654.735680037259 0.230552032434057
"2023-05-27 10:00:00" 639 3527 0 3620 13.4 37.2 0 0 1013.4 158.758 0.965757682741791 1.03591515721294 639.283090896374 656.598879050692 0.228026281213219
"2023-05-27 11:00:00" 642 3274 0 3610 13.9 37.9 0 0 1013.2 158.687 0.966189783641516 1.03434176225707 641.595824718361 658.620021792384 0.225323552809974
"2023-05-27 12:00:00" 653 3367 0 3615 14.1 36.4 0 0 1012.9 158.496 0.967354117433382 1.03198614945817 651.887321180614 658.484769267039 0.225503225656908
"2023-05-27 13:00:00" 702 3698 0 3615 14.2 36 0 0 1012.5 157.946 0.970722640628577 1.0288536753369 701.109552693504 657.84730141258 0.226352343142497
"2023-05-27 14:00:00" 667 3420 0 3612 14 36.6 0 0 1012.1 158.418 0.967830411927441 1.02573070947708 662.153161178247 658.62631089701 0.225315202331319
"2023-05-27 15:00:00" 648 3474 0 3608 14.1 36.2 0 0 1011.6 158.64 0.96647603502724 1.02184032918505 639.954554978538 658.372898690944 0.225651965579223
"2023-05-27 16:00:00" 666 3472 0 3606 14.1 36.2 0 0 1011.4 158.14 0.969531795856338 1.02028831171678 658.808504793899 657.842097725369 0.226359290122135
"2023-05-27 17:00:00" 685 3612 0 3606 14.3 35.1 0 0 1011.1 158.401 0.967934281959844 1.01796470428512 674.946210545339 655.767733476773 0.229148883775588
"2023-05-27 18:00:00" 672 3601 0 3609 13 30.8 0 0 1010.7 158.047 0.970102299928004 1.01487479063249 661.60575165319 656.941449977095 0.227565487212437
"2023-05-27 19:00:00" 669 3754 0 3606 13.2 26.1 0 0 1010.5 157.603 0.972835277226457 1.01333335274031 659.504503767938 659.172147021737 0.224591851416543
"2023-05-27 20:00:00" 691 3345 0 3612 12.9 22 0 0 1010.7 158.03 0.970206658208703 1.01487479063249 680.385050871787 660.040949670777 0.223446154573422
"2023-05-27 21:00:00" 664 3626 0 3616 13.1 19.5 0 0 1011.1 158.08 0.96989978616347 1.01796470428512 655.582969341378 658.670615942028 0.225256385844787
"2023-05-27 22:00:00" 672 3332 0 3612 12.6 18.1 0 0 1011.3 158.22 0.969041576265461 1.0195131871845 663.902847506772 658.966408078201 0.224864176883988
"2023-05-27 23:00:00" 639 3510 0 3614 13 16.8 0 0 1011 158.203 0.969145706445019 1.01719134502361 629.930433159442 659.784115307155 0.223784123838204
"2023-05-28 00:00:00" 649 3274 0 3606 12.8 15.8 0 0 1011 158.501 0.967323601723152 1.01719134502361 638.585623885896 658.377186491113 0.225646262500941
"2023-05-28 01:00:00" 689 3256 0 3606 12.6 15.5 0 0 1010.7 158.419 0.96782430261977 1.01487479063249 676.749915191801 658.058743449193 0.226070279480895
"2023-05-28 02:00:00" 683 3422 0 3608 12.8 15.3 0 0 1010.2 158.59 0.966780744036328 1.01102558455152 667.591565673905 659.935826021128 0.223584414276729
"2023-05-28 03:00:00" 714 3356 0 3609 12.8 14.9 0 0 1009.9 158.808 0.965453618184986 1.00872307208041 695.346992536307 659.949110570619 0.223566936728299
"2023-05-28 04:00:00" 692 3620 0 3608 12.8 14.1 0 0 1010 158.543 0.967067345746714 1.00948999300823 675.561407202664 661.989753833036 0.22090122106281
"2023-05-28 05:00:00" 707 3487 0 3609 12.7 16 0 0 1010.2 158.293 0.968594683256501 1.01102558455152 692.346722123859 661.097202858593 0.222062540285471
"2023-05-28 06:00:00" 696 3544 0 3609 13.1 18.7 0 0 1010.4 158.265 0.968766045535787 1.01256351196877 682.732255943296 661.9625554252 0.220936503943743
"2023-05-28 07:00:00" 649 3396 0 3606 12.9 28.8 0 0 1010.3 158.324 0.968405031433777 1.01179425605395 635.907494771648 663.15775361635 0.219392264013795
"2023-05-28 08:00:00" 677 3380 0 3607 13.1 33.4 0 0 1010.3 158.36 0.968184883788339 1.01179425605395 663.19184315376 662.4044371879 0.22036409548788
"2023-05-28 09:00:00" 638 3672 0 3612 13.2 36 0 0 1010.3 158.783 0.965605626526274 1.01179425605395 623.322316527837 664.275780641915 0.217959164852563
"2023-05-28 10:00:00" 696 3459 0 3611 13.6 37.8 0 0 1009.8 159.151 0.96337288610641 1.00795673379106 675.84257864107 663.74547269013 0.218637549973591
"2023-05-28 11:00:00" 631 3486 0 3614 14.4 37.7 0 0 1009.5 159.434 0.961662871136152 1.00566121032919 610.244546603632 664.266298338243 0.217971273270996
"2023-05-28 12:00:00" 680 3369 0 3614 14.2 37.1 0 0 1009.3 159.495 0.961295076314125 1.00413376644092 656.382815035484 662.77668535239 0.219883239681189
"2023-05-28 13:00:00" 713 3639 0 3611 14.2 37.3 0 0 1008.7 160.162 0.95729173085202 0.999565340393509 682.252327615959 661.944505784875 0.220959922325385
"2023-05-28 14:00:00" 679 3519 0 3612 14.2 37.6 0 0 1008.3 159.279 0.962598699117406 0.996531275873416 651.337342944395 660.609167700545 0.222700571941566
"2023-05-28 15:00:00" 679 3586 0 3609 14.4 38.3 0 0 1007.4 159.858 0.959112200807725 0.989738260543458 644.55435803825 660.118349032617 0.223344422626139
"2023-05-28 16:00:00" 672 3386 0 3606 14 38.2 0 0 1006.9 158.325 0.968398914869549 0.98598439202074 641.643216689124 659.991335226737 0.223511395422265
"2023-05-28 17:00:00" 707 3585 0 3613 13.9 35.9 0 0 1006.8 158.021 0.970261915800567 0.985235328562973 675.846976405979 660.892794164122 0.222329511166454
"2023-05-28 18:00:00" 740 3417 0 3607 13.2 30.7 0 0 1006.6 157.922 0.970870164997412 0.983738908430969 706.761239693634 662.436011446334 0.220323261238494
"2023-05-28 19:00:00" 669 3450 0 3610 13.1 26.8 0 0 1006.9 157.729 0.972058138939075 0.98598439202074 641.192448444409 662.891735270683 0.219734871600075
"2023-05-28 20:00:00" 658 3349 0 3610 13.1 23.3 0 0 1007.4 158.769 0.96569077210741 0.989738260543458 628.903967095564 663.828988192518 0.218530550985019
"2023-05-28 21:00:00" 704 3532 0 3611 13.2 20.5 0 0 1007.9 158.223 0.969023202674208 0.993506420903856 677.762464798598 663.794798084655 0.21857434750723
"2023-05-28 22:00:00" 722 3318 0 3609 12.7 18.7 0 0 1008.1 158.263 0.968778288018812 0.995017698943969 695.97301399644 664.54664307386 0.217613618785263
"2023-05-28 23:00:00" 677 3520 0 3612 13 17.7 0 0 1008.2 158.223 0.969023202674208 0.99577419982909 653.256461983162 665.582318605987 0.216298261209814
"2023-05-29 00:00:00" 670 3494 0 3614 12.6 16.8 0 0 1008.1 158.153 0.969452101425337 0.995017698943969 646.296739461745 666.630055251856 0.214976995025189
