neutrons,muons,gamma,integration_time.s.,V_in.Volt.,temperature_in..C.,temperature_ext..C.,ur...,pressure.hPa.,N_jung,fi,fp,Nc,Nc_SGF,SM
737,3390,0,3606,12.9,28,0,0,1007.2,152.896,1.0027862047972915,0.9882216503223219,730.3486031719999,709.3439639568635,0.16809949385354397
694,3428,0,3611,12.6,34.3,0,0,1007.5,153.167,1.0010119645138096,0.9904773662240083,688.0869077542288,710.8821241470473,0.16663183509103635
685,3284,0,3609,13.5,38.9,0,0,1007.8,154.161,0.9945576349964431,0.9927382310254659,676.3247402451793,710.1942663058488,0.16728651486022705
710,3516,0,3614,13,41.4,0,0,1007.6,153.795,0.9969244745842627,0.9912304151446819,701.6091211751374,709.3557045481201,0.16808824070385894
744,3585,0,3615,13.2,43.4,0,0,1007.2,153.237,1.000554693505398,0.9882216503223219,735.6447389775151,708.5569112719681,0.1688556604297559
709,3370,0,3611,13.3,44.4,0,0,1006.3,153.435,0.9992635289776561,0.9814852788881658,695.3605723857779,707.5555637902705,0.16982283970465573
728,3377,0,3609,13.8,47.2,0,0,1005.7,152.866,1.0029830019015782,0.9770198948297045,713.3922046406509,708.0896997806977,0.16930621243726285
728,3414,0,3608,13.9,47.7,0,0,1005.3,152.896,1.0027862047972915,0.974054264391618,711.0872343526867,709.0311091238971,0.1683996484955065
763,3350,0,3621,14.2,47.2,0,0,1004.4,152.61,1.0046654843633225,0.9674144672167386,741.5810062305158,709.3971463712464,0.16804852570826603
751,3335,0,3609,14.2,46.6,0,0,1003.9,151.933,1.0091421848359914,0.9637452681348391,730.3895601387159,708.6970763638103,0.16872073707327387
733,3405,0,3608,14.3,46,0,0,1002.8,151.891,1.009421226857988,0.9557219419256533,707.144169107656,709.5616655161401,0.16789095806232618
741,3447,0,3609,14.1,44.1,0,0,1002.2,152.239,1.0071138116296525,0.9513737712341571,709.9829737887927,708.7407257492634,0.16867874297366917
734,3652,0,3609,12.8,39,0,0,1001.4,152.007,1.008650914554505,0.9456069675530635,700.0799021515281,709.834189180917,0.16763028711500685
762,3617,0,3611,13,35.9,0,0,1001.5,151.766,1.0102526229108408,0.94632590200889255,728.4935071703087,708.8376440351567,0.1685855389655172
750,3422,0,3611,13.1,33.5,0,0,1001.2,151.57,1.0115590127907017,0.9441707367742975,716.3133137979585,707.2094375960014,0.17015849918272463
738,3389,0,3614,13,31.1,0,0,1001.5,152.23,1.007173353272592,0.94632590200889255,703.3983032270748,704.9045789071885,0.17241145890234433
701,3194,0,3616,13.1,29.8,0,0,1002.3,152.088,1.00811372079774,0.9520970901266579,672.8353202018886,701.3140848340984,0.17598393448218969
708,3388,0,3608,12.7,28.8,0,0,1003.5,151.679,1.01083208333841,0.9608199312846207,687.6291499002788,699.9724951633996,0.1773388652512008
772,3483,0,3614,12.8,26.6,0,0,1004.7,151.324,1.0132034546316953,0.969622688617789,758.43214461914215,698.2606350508131,0.1790839290166325
734,3417,0,3611,12.6,25.3,0,0,1004.4,152.086,1.008126977951203,0.9674144672167386,715.8530414739291,696.8714257657057,0.1805136016861252
702,3336,0,3609,12.6,24.9,0,0,1003.4,152.078,1.0081800100519909,0.9600899855513576,679.49635896135635,694.7747749703642,0.18269462411139548
749,3441,0,3610,13.1,23.8,0,0,1004,152.333,1.0064923527317564,0.9644779929387788,727.0840534789445,693.59856825111,0.18393061449461537
686,3445,0,3613,12.7,23.3,0,0,1004.1,153.38,0.9996218514062242,0.965211274825234,661.8845491357281,691.5038417752498,0.1861543455437719
708,3399,0,3606,12.5,24.4,0,0,1004.3,153.622,0.9980471518967768,0.9666795115401867,683.0725471690728,689.8359407583852,0.18794592598535367
690,3465,0,3614,12.8,28.6,0,0,1004.4,153.268,1.0003523212196066,0.9674144672167386,667.7511624245685,688.2934851343325,0.18961957565272894
688,3144,0,3611,12.9,32.6,0,0,1004.4,153.986,0.9956879168800195,0.9674144672167386,662.7111121883684,685.4742774926492,0.19272113457756626
661,3511,0,3616,13,37.8,0,0,1004.8,154.329,0.9934749759843364,0.970359881959124,637.2226801412584,685.8367990266962,0.19231918353198346
726,3393,0,3610,13.3,41.6,0,0,1005.3,154.808,0.9904010100814342,0.974054264391618,700.3753416398281,684.6998231433952,0.1935829443345385
726,3458,0,3606,13.4,43,0,0,1005.1,155.307,0.9872188605065237,0.9725748265673307,697.0646979418606,682.3009034356321,0.19627975319205682
744,3336,0,3609,13.3,43.8,0,0,1004.8,155.132,0.9883325140440828,0.970359881959124,713.5244369181503,681.4956437544868,0.1971943791090312
732,3453,0,3610,13.5,45.6,0,0,1004.5,155.894,0.9835016073016707,0.9681499816719137,696.9936101770562,680.4970853151606,0.19833518829623265
690,3453,0,3609,13.1,43.3,0,0,1003.9,155.718,0.9846132082911846,0.9637452681348391,654.7522610992474,678.1941241252898,0.20099458931604508
680,3351,0,3609,13.3,44.2,0,0,1003.3,154.945,0.9895253126508546,0.9593605943660969,645.5318826178147,676.369177494072,0.20313057223164288
740,3577,0,3608,13.1,44.3,0,0,1002.9,154.496,0.9924010949713045,0.9564485666839502,702.3936475970562,674.1393548292266,0.20577546145189707
726,3394,0,3609,13,44.4,0,0,1002.3,154.541,0.9921121227938648,0.9520970901266579,685.7702093289711,675.2135352590096,0.2044964734112948
685,3581,0,3620,13.1,41.1,0,0,1002.2,153.703,0.9975211906643765,0.9513737712341571,650.0756154781228,675.4876283589956,0.20417157046009551
717,3319,0,3610,12.9,37.8,0,0,1002,154.09,0.9950158969997187,0.9499287815722326,677.7042691349545,674.8932005512654,0.2048769351754165
681,3297,0,3607,13.2,34.4,0,0,1001.8,153.337,0.9999021734394613,0.9484859866261875,645.8557688624942,675.0512255227505,0.20468914828043216
657,3477,0,3616,12.7,31.9,0,0,1001.9,153.418,0.9993742557502161,0.9492071099681836,623.2388389437643,676.0832211734945,0.20346758914894048
759,3637,0,3614,13,29.3,0,0,1002.2,153.036,1.0018688385000043,0.9513737712341571,723.442166990792,676.9239882225843,0.2024784969799597
691,3523,0,3610,13,27.3,0,0,1002.5,152.961,1.0023600758931142,0.9535453781236847,660.454909950257,678.0390434377011,0.20117511090976162
742,3422,0,3614,13,27.8,0,0,1002.6,152.029,1.0085049534541874,0.9542703480647413,714.0906887346455,678.6488082199487,0.20046636698408649
701,3357,0,3616,12.6,27.6,0,0,1002.2,152.367,1.0062677585611495,0.9513737712341571,671.0930633858978,677.8117928024911,0.20143997261478871
685,3417,0,3614,12.8,27.3,0,0,1002.4,152.47,1.0055879816927045,0.9528209589504651,656.3295339424712,677.1871916949873,0.20216998015767856
727,3365,0,3616,12.9,26.6,0,0,1001.9,152.908,1.0027075075776721,0.9492071099681836,691.9419483639444,679.9892273317796,0.1989182316131603
699,3245,0,3607,12.7,26.1,0,0,1001.6,153.362,0.9997391763845456,0.9470453830625888,661.8120615119835,681.4933014356893,0.19719704649178368
741,3412,0,3609,12.6,25.6,0,0,1001.6,153.217,1.0006852997297078,0.9470453830625888,702.2415452186483,680.2982883716255,0.19856318714463309
746,3306,0,3610,12.8,25.4,0,0,1003,153.617,0.9980796368155,0.9571757438869659,712.6818636451726,683.1078965975584,0.19536790842648802
716,3301,0,3613,12.9,29.9,0,0,1003.1,153.951,0.9959142816135437,0.9579034739547178,683.0566610850111,682.9342541401512,0.19556371237674264
728,3489,0,3606,13,35,0,0,1003.1,154.02,0.9954681182228714,0.9579034739547178,694.1934043821899,684.6096286057152,0.19368359007050684
748,3451,0,3613,12.9,40.6,0,0,1002.7,153.391,0.9995501663636502,0.9549958691923774,714.015577386024,683.785552778771,0.19460585133060426
686,3519,0,3606,13.2,42.6,0,0,1002.3,153.094,1.0014892782779643,0.9520970901266579,654.1113089620667,684.4490721806832,0.19386289458693345
695,3471,0,3611,13.2,42.1,0,0,1002,153.491,0.9988989554350851,0.9499287815722326,659.4735930169072,685.1002826840519,0.19313678223127687
725,3391,0,3608,13.1,37.9,0,0,1001.5,153.504,0.9988143603338459,0.94632590200889255,685.2728278497123,687.6516817386758,0.19032078675825334
687,3351,0,3623,13.2,39.9,0,0,1002.1,153.6,0.9981901013586372,0.9506510018551724,651.9151984702726,688.2652088362304,0.1896504093791556
734,3428,0,3613,13.5,41.4,0,0,1002.3,154.177,0.9944544229598882,0.9520970901266579,694.9637971749515,689.3815317432354,0.18843729459736402
749,3562,0,3614,14.2,42.6,0,0,1002,154.439,0.9927673681433231,0.9499287815722326,706.3506640073892,689.4878132609869,0.18832224259922115
757,3626,0,3608,13.3,38,0,0,1001.7,153.758,0.9971643723818381,0.9477654111297247,715.4239713252707,688.7599134515497,0.18911175591607635
779,3305,0,3614,14.1,40.9,0,0,1002,153.579,0.9983265913222944,0.9499287815722326,738.756207592133,685.8977696707624,0.19225167264460208
703,3483,0,3609,13.5,38.1,0,0,1001.8,153.253,1.000450233070065,0.9484859866261875,667.0858575478535,687.8067488650377,0.19015110492260612
719,3508,0,3610,13.2,35.5,0,0,1002.6,152.356,1.0063404104117113,0.9542703480647413,690.4706650612276,686.8124120464906,0.191242056303966
733,3422,0,3608,13.2,31.6,0,0,1002.5,152.062,1.0082860909937175,0.9535453781236847,704.7403152079033,686.2964739110199,0.19181084558518313
712,3346,0,3609,13.2,29.1,0,0,1002.5,151.306,1.01332398958856,0.9535453781236847,687.9702896515852,685.6359423202578,0.19254177154580393
669,3504,0,3607,13.1,27.3,0,0,1003,151.442,1.0124139906280072,0.9571757438869659,648.2998786680251,685.038530313913,0.19320550766742764
704,3292,0,3608,13.1,25.5,0,0,1004.2,152.223,1.0072196683069357,0.9659451142177483,684.9349179517543,683.0939565600327,0.19538361952179395
689,3412,0,3616,12.9,24.2,0,0,1004.6,152.953,1.0024125029825284,0.9688860553305452,669.1729886260158,684.0757497030792,0.19428052297008944
695,3276,0,3610,13,24.1,0,0,1004.9,153.047,1.0017968308342318,0.9710976357803547,676.1255610989851,683.4219733416519,0.19501430161474678
712,3532,0,3614,13.2,23.6,0,0,1005.4,152.918,1.0026419359963292,0.9747948270107053,695.8875628578929,683.6852092348131,0.194718483483035
721,3429,0,3613,13,22.3,0,0,1005.2,152.398,1.0060630688636771,0.9733142643863018,706.0144013098354,682.9305664066035,0.19556787313684768
682,3484,0,3606,12.7,21.1,0,0,1005.5,152.506,1.005350606328188,0.9755359526713118,668.8753611519,683.1511242666938,0.19531919770762374
694,3370,0,3609,12.7,20.8,0,0,1006.1,153.529,0.9986517177125277,0.9799945545018041,679.199232170292,683.8673167676415,0.19451412767635629
759,3280,0,3610,12.9,21.4,0,0,1006.5,153.955,0.9958884061491128,0.9829782708985534,743.0129275846377,683.4854539956516,0.19494291784175183
678,3221,0,3612,12.7,27.4,0,0,1006.7,154.422,0.9928766598586125,0.9844735339823752,662.7184184266657,685.9696228523361,0.19217214552170775
713,3373,0,3614,13,33.3,0,0,1007.2,154.116,0.994848033745274,0.9882216503223219,700.9719507638299,686.2934897032834,0.19181414091803073
666,3321,0,3610,13.2,38.9,0,0,1007.6,154.116,0.994848033745274,0.9912304151446819,656.7583372438022,687.3317195923363,0.19067143201140568
734,3305,0,3625,13,41.3,0,0,1007.9,153.876,0.9963996956555061,0.9934929988564917,726.5984333252196,689.6768997498901,0.18811774277852647
686,3449,0,3616,12.8,42.9,0,0,1007.7,155.588,0.9854358920269344,0.9919840366000707,670.5901583526603,690.8080929725872,0.1868994071337118
650,3177,0,3621,13.7,45.6,0,0,1007.6,156.132,0.9820024054561951,0.9912304151446819,632.7039238217234,689.8967618096536,0.18788026461500604
636,3244,0,3608,12.9,42.5,0,0,1007.2,156.137,0.9819709586368809,0.9882216503223219,617.1775553948969,690.2432721587818,0.18750665675526512
699,3442,0,3610,14.1,44,0,0,1006.6,155.982,0.9829467475009082,0.983725618340492,675.8979779897933,690.5913114659421,0.18713221845438124
706,3446,0,3608,13.2,40.1,0,0,1005.1,154.991,0.989231630021657,0.9725748265673307,679.2438573882811,688.7245095880191,0.1891502491057175
718,3508,0,3610,13.2,39.1,0,0,1007.6,155.038,0.9889317429835696,0.9912304151446819,703.8261215018026,690.6377397289948,0.18708233041627104
700,3340,0,3613,14.2,41.3,0,0,1008,154.156,0.9945898931516558,0.9942483405291013,692.208545541135,691.6092157336611,0.18604178581289496
766,3381,0,3609,14.3,40,0,0,1007.8,153.9,0.9962443116873727,0.9927382310254659,757.5815187907382,692.9408394753572,0.18462572344583317
663,3248,0,3608,13,36.3,0,0,1007.4,153.518,0.9987232739397769,0.9897248894030891,655.3498298627952,696.5684786490729,0.18082699815464373
748,3437,0,3614,13.1,31,0,0,1007.7,153.246,1.0004959318265185,0.9919840366000707,742.3720428053037,696.2288986123071,0.1811789872582613
698,3309,0,3606,13.3,27.1,0,0,1007.7,152.966,1.0023273117469678,0.9919840366000707,694.0162995054757,697.508048800166,0.1798569210179985
725,3393,0,3616,12.8,24.4,0,0,1008.4,152.378,1.0061951171999022,0.9972754543660608,727.5039271976722,699.6557123471873,0.17766041751903822
689,3331,0,3611,13.1,22.6,0,0,1008.8,152.342,1.0064328915774157,1.0003117846309573,693.6484638188335,701.1618000050224,0.17613717797246115
707,3560,0,3615,12.7,21,0,0,1008.9,152.985,1.0022028275235262,1.0010723105505197,709.317192633793,701.0612276857574,0.1762384611813574
712,3202,0,3610,13.2,19.8,0,0,1009,153.654,0.9978392984802652,1.0018334146894767,711.7641512159793,702.9435042185169,0.17435308514765768
711,3146,0,3611,12.7,19,0,0,1008.9,153.864,0.9964774058173884,1.0010723105505197,709.2551626666836,703.6363986380121,0.1736644389698401
744,3333,0,3614,12.8,18.4,0,0,1008.3,153.986,0.9956879168800195,0.9965178129609442,738.2122345187611,704.9378469769161,0.17237871806389413
743,3393,0,3615,12.8,18,0,0,1008.3,153.423,0.9993416865051958,0.9965178129609442,739.9253113347866,706.964653408881,0.17039629996004213
696,3327,0,3615,13,17.7,0,0,1008.8,154.338,0.9934170429102792,1.0003117846309573,691.6338354531672,710.6856675289332,0.1668185445470807
711,3360,0,3607,12.7,20.3,0,0,1009.2,154.342,0.9933912970460838,1.003357359384363,708.6725192027313,712.0440036254047,0.16553201302488912
716,3306,0,3616,12.9,24.8,0,0,1009.4,153.895,0.9962766793507694,1.004883622236538,716.8177566997864,714.6263682026497,0.16311428869211717
653,3380,0,3610,13,30.7,0,0,1009.8,153.653,0.9978457925890589,1.0079431165232344,656.768984088654,717.4656387033962,0.16049775543350633
738,3336,0,3615,13,35,0,0,1010.2,153.542,0.9985671644806415,1.0110119258242112,745.0577242754797,719.3762536716697,0.15876110135495722
687,3392,0,3609,13.2,38.3,0,0,1010.4,152.842,1.0031404952086904,1.0125498324644118,697.8063316285749,721.5448359080925,0.15681297102521327
654,3322,0,3610,13.5,41,0,0,1010.3,153.459,0.9991072505925795,1.0117805869420635,661.113767556401,722.6405994941387,0.15583776381676073
715,3482,0,3606,13.9,43.3,0,0,1010.4,153.238,1.0005481640891076,1.0125498324644118,724.3699862835156,725.8658342020408,0.15300242071185782
732,3429,0,3610,14.2,44.1,0,0,1010.1,153.292,1.0001957021154833,1.0102438486668746,739.6432186444556,727.064525196366,0.1519617664801181
698,3448,0,3608,13.1,42.9,0,0,1009.5,153.741,0.9972746344090818,1.0056476240733618,700.0289929162024,726.0789543116541,0.15281688359113732
727,3398,0,3608,13.3,44.5,0,0,1009.1,154.213,0.9942222741836724,1.0025950974874418,724.6753287401084,724.8914500292128,0.15385355008876014
775,3346,0,3609,13.1,44.8,0,0,1008.7,154.019,0.9954745815041434,0.9995518364915104,771.1470457453903,724.905180589438,0.1538415237282992
689,3356,0,3609,14.1,45.2,0,0,1008.4,153.268,1.0003523212196066,0.9972754543660608,687.3648759969241,725.9599599995394,0.15292044956198425
736,3349,0,3608,14.2,43.9,0,0,1008,152.949,1.0024387185838852,0.9942483405291013,733.551351871532,726.4662095019182,0.15248031977653065
745,3273,0,3609,13,38.6,0,0,1007.8,153.175,1.0009596838171153,0.9927382310254659,740.2997546511074,727.2403492677128,0.15180971386655798
699,3375,0,3612,13.1,33.6,0,0,1007.7,152.981,1.0022290321588083,0.9919840366000707,694.9424454421551,729.3149809518985,0.15002687282914196
766,3348,0,3615,12.8,29,0,0,1008,152.697,1.0040930703857094,0.9942483405291013,764.7114876293055,727.0748945296638,0.1519527949046879
739,3495,0,3613,13,26.8,0,0,1008.3,152.747,1.0037643918943524,0.9965178129609442,739.1988623420492,726.934602236071,0.1520742206107864
730,3196,0,3612,12.7,24.9,0,0,1008.5,153.045,1.0018099223671906,0.9980336717975076,729.8832257422113,727.5624979840155,0.1515315099130723
738,3410,0,3608,12.7,22.8,0,0,1008.5,152.535,1.0051594687690475,0.9980336717975076,740.3490505739122,727.4881012580041,0.151595713299508
757,3374,0,3615,12.8,21.3,0,0,1008.3,152.714,1.0039812955504188,0.9965178129609442,757.3673303859682,726.335815500086,0.15259356316352532
731,3397,0,3609,12.8,21.1,0,0,1007.9,153.238,1.0005481640891076,0.9934929988564917,726.6414827061499,724.5721941830369,0.1541334448651144
759,3448,0,3611,12.8,20.7,0,0,1007.5,153.24,1.0005351055121812,0.9904773662240083,752.1745984768753,723.8579459617952,0.15476147267495252
747,3499,0,3612,13.1,20.8,0,0,1007.6,153.568,0.9983981009630043,0.9912304151446819,739.2629953806239,722.1742580984777,0.15625205212778376
747,3526,0,3611,12.9,21.4,0,0,1006.5,153.022,1.001960499592782,0.9829782708985534,735.7243333505776,720.2984411925886,0.15792969620106673
698,3374,0,3612,12.7,22.5,0,0,1006.1,152.601,1.0047247368541927,0.9799945545018041,687.2680900814761,719.2095040515335,0.1589119072265088
738,3475,0,3611,13.2,25.8,0,0,1006.5,153.32,1.0000130417994173,0.9829782708985534,725.4474249395477,717.4693255634674,0.16049438576301484
684,3450,0,3606,12.5,26.2,0,0,1008.4,152.353,1.0063602263735316,0.9972754543660608,686.4749527766153,713.8245946087332,0.1638610344908258
751,3543,0,3610,13.4,29.8,0,0,1006.5,152.412,1.0059706556484178,0.9829782708985534,742.6243190436384,712.3287081141049,0.16526366046800797
715,3446,0,3614,13.1,30.4,0,0,1004.2,152.595,1.0047642423977632,0.9659451142177483,693.941184282644,708.8420561430137,0.1685812972228376
742,3587,0,3609,13.1,33.1,0,0,1004.2,153.322,0.999999997186879,0.9659451142177483,716.7312727333175,707.9811910443921,0.1694110313539475
717,3383,0,3606,13.2,38.4,0,0,1006.1,153.414,0.9994003126747668,0.9799945545018041,702.2347216232777,704.6805671661489,0.17263209100750615
713,3568,0,3608,13.7,41.7,0,0,1005.2,153.496,0.9988664171619238,0.9733142643863018,693.1863945446189,701.123100913443,0.17617614327970635
731,3483,0,3612,13.1,36.8,0,0,1004.2,154.551,0.9920479296069691,0.9659451142177483,700.4908748424634,699.1993441245573,0.1781247513823736
757,3395,0,3612,13.4,37.1,0,0,1003.5,153.827,0.9967170884739783,0.9608199312846207,724.9528928545358,697.009944844646,0.1803704994039181
735,3384,0,3610,13,38.4,0,0,1002.2,153.487,0.9989249875799688,0.9513737712341571,698.5080089712815,693.7299087060492,0.18379215010256225
739,3144,0,3608,13.4,38.4,0,0,1001.6,153.306,1.000104363617123,0.9470453830625888,699.9395786866708,690.7975168644572,0.1869107579408387
690,3340,0,3612,13,37.3,0,0,1001.3,153.118,1.0013323029864984,0.9448885792798453,652.8417454375905,689.867535729882,0.18791181345645244
727,3432,0,3609,13,34.4,0,0,1000.2,153.146,1.0011492273300424,0.937022237878691,681.9980380252927,685.5687249264523,0.19261632507940576
694,3611,0,3615,13.3,31.4,0,0,999.5,152.979,1.0022421349903363,0.9320505160791289,648.2933676128697,683.5993843801461,0.1948148764662648
711,3519,0,3612,13,28.5,0,0,999,153.35,0.9998174083383545,0.9285154450069333,660.0539390443948,681.9342209542469,0.19669564725430108
749,3678,0,3614,12.6,27.1,0,0,998.5,152.572,1.0049157090992231,0.9249937817138975,696.2260457654816,678.7685124855344,0.20032756275635905
759,3531,0,3615,12.8,27,0,0,998.8,152.556,1.005021104176084,0.9271051736083096,707.206041337792,679.8762588930276,0.1990481858757097
674,3165,0,3616,12.8,26.1,0,0,998.7,153.175,1.0009596838171153,0.9264008413565255,624.9933880519405,679.2512054790549,0.1997689488432648
717,3306,0,3609,12.7,25.2,0,0,999.6,153.079,1.0015874128305429,0.9327591437157425,669.849949182119,679.1286047570185,0.1999106666083658
707,3333,0,3611,13,24.4,0,0,999.6,152.196,1.007398351919148,0.9327591437157425,664.3396370505457,680.1989731590122,0.19867720125553842
749,3396,0,3615,12.8,24.2,0,0,998.1,152.753,1.0037249649348077,0.9221860705008429,693.2902647763431,681.4471316053583,0.19724963195364517
713,3476,0,3606,12.9,24,0,0,997,152.953,1.0024125029825284,0.914508730944598,653.6177850076972,681.8010578549989,0.19684692554069472
744,3403,0,3606,12.5,28.1,0,0,996.1,153.238,1.0005481640891076,0.9082748354522138,676.1269030104363,684.3281730155868,0.19399803275609837
791,3318,0,3607,12.5,29.8,0,0,995,153.344,0.9998565289068152,0.9007133090474916,712.3620094349976,686.3017429553335,0.19180502735790353
762,3409,0,3616,12.6,27.8,0,0,996.4,153.463,0.9990812089473468,0.9103480646602189,693.04787349275,688.6988763788024,0.18917812442924417
721,3590,0,3611,12.8,27.3,0,0,997.9,153.421,0.99935471394846,0.9207854124434782,663.4578858139246,688.8251105993546,0.18904089220121373
814,3456,0,3610,13.1,29.1,0,0,996.7,153.105,1.0014173251604237,0.9124260262236541,743.7674536983441,690.7232961845082,0.1869904364720609
748,3557,0,3608,13.4,33.8,0,0,996.2,152.875,1.0029239546602562,0.9089653867033946,681.8941238908294,691.1472562467782,0.18653579907845025
738,3313,0,3608,13.1,39.1,0,0,997.9,152.972,1.0022879975988197,0.9207854124434782,681.0944194350587,692.6836722792541,0.18489828140365128
738,3365,0,3612,13.1,40.6,0,0,997.2,153.743,0.9972616611402579,0.9158998411915867,674.0831462338374,692.6484886040787,0.1849356047252003
783,3497,0,3614,13.8,42.6,0,0,996.2,153.577,0.9983395923132153,0.9089653867033946,710.538152599632,693.3521011059044,0.1841907555594346
752,3424,0,3609,14.3,42.4,0,0,995.3,154.103,0.9949319582920946,0.902769278306429,675.44189247542,694.4027524238787,0.1830845805205384
750,3215,0,3608,14.1,41.6,0,0,995.1,153.491,0.9988989554350851,0.9013981113542826,675.3042238972135,693.9513561620814,0.18355894710406298
776,3454,0,3610,14,40.1,0,0,995.2,152.848,1.0031011172451498,0.9020834343086478,702.1875790233968,695.6259751271663,0.18180576308310192
778,3589,0,3609,14.1,38.7,0,0,995.1,153.011,1.002032530789856,0.9013981113542826,702.713119538693,698.2976224734513,0.1790460306395586
801,3464,0,3609,14.3,36.6,0,0,994.6,153.395,0.999524101624477,0.8979792983897396,718.9391131518065,700.1273192166574,0.17718193605582155
787,3114,0,3612,13.1,32.6,0,0,994.1,152.352,1.0063668318675612,0.8945734522618687,708.5117431571501,701.4231314777321,0.17587428842105585
831,3448,0,3613,13.2,29.4,0,0,994.4,152.403,1.0060300621948826,0.8966154066764835,749.5803263285587,700.9748955369671,0.1763254529595788
803,3626,0,3614,12.9,27.8,0,0,994.4,152.243,1.0070873509369014,0.8966154066764835,725.084937879383,703.0333341169605,0.17426364336456793
805,3553,0,3606,13,26.7,0,0,995.1,151.695,1.0107254660251601,0.9013981113542826,733.4081510690689,703.4552910556312,0.17384415822748803
821,3353,0,3611,13.1,25.9,0,0,995.8,152.215,1.0072726049908791,0.906206327822158,749.4061797658925,704.9241662757097,0.17239218116165794
739,3329,0,3606,13.3,25.3,0,0,995.8,150.576,1.0182366351124128,0.906206327822158,681.8993041678564,705.9822838651434,0.17135415018913014
777,3425,0,3608,13.1,24.9,0,0,996.3,149.447,1.0259289217494274,0.9096564629730072,725.1297132691693,707.5897467260947,0.1697897280135918
756,3548,0,3610,13,24.2,0,0,996.7,149.355,1.026560875556136,0.9124260262236541,708.1156104324323,708.6500138389758,0.16876602707841978
725,3363,0,3611,12.7,23.4,0,0,998,149.813,1.0234225305459919,0.9214854753471425,683.7250228548329,708.1476804634864,0.16925023111746162
739,3468,0,3614,13,22.2,0,0,998.8,149.45,1.0259083276593286,0.9271051736083096,702.8813145651803,707.1043824108772,0.17026051470957834
760,3511,0,3606,13,20.6,0,0,999,151.854,1.009667177477621,0.9285154450069333,712.4935921394409,708.3441626497818,0.1690606678012412
713,3673,0,3609,12.9,22,0,0,999.5,151.86,1.009627285451644,0.9320505160791289,670.9498499388284,708.5036033191532,0.16890700433538675
726,3459,0,3610,12.9,28.2,0,0,1000.3,153.004,1.0020783742169268,0.9377346454600686,682.2103001118655,708.4719738529946,0.16893747615412785
710,3334,0,3611,13,31.5,0,0,1001.3,153.907,0.9961990004917688,0.9448885792798453,668.3209113608152,709.7006732073088,0.16775794358510981
739,3417,0,3615,13,35,0,0,1001.8,154.027,0.9954228776038401,0.9484859866261875,697.7228964788499,709.8930606447495,0.16757403134251808
712,3287,0,3616,13.5,38.1,0,0,1002.5,153.86,0.9965033118983924,0.9535453781236847,676.5503226701074,708.4010228721851,0.16900585115252378
717,3533,0,3613,12.9,38.9,0,0,1003.3,153.41,0.9994263709581296,0.9593605943660969,687.4669688008279,709.7182369948456,0.16774114483907726
743,3430,0,3614,14.1,42.3,0,0,1003.4,153.843,0.9966134277717327,0.9600899855513576,710.9310586019513,710.6725896936648,0.16683098121747839
753,3354,0,3609,13.1,39.5,0,0,1003.7,153.21,1.0007310199640145,0.9622814880819412,725.1276561007302,711.6109531851794,0.16594105398971634
761,3468,0,3615,13.2,39.7,0,0,1003.6,153.306,1.000104363617123,0.9615504319875029,731.8162457630284,709.8701032514825,0.1675959663943982
746,3594,0,3610,14.3,42.5,0,0,1003.3,153.661,0.9977938420854131,0.9593605943660969,714.1040936748284,711.8243743928326,0.16573933513787598
800,3472,0,3609,13.1,41.6,0,0,1003.1,153.516,0.9987362852646413,0.9579034739547178,765.3543657757039,713.2748519329547,0.16437507457604686
737,3586,0,3611,13.1,40.9,0,0,1003.2,152.819,1.0032914727140387,0.9586317573075429,708.8370688061149,714.5755085120431,0.16316155391925907
730,3336,0,3620,12.9,36.9,0,0,1003.2,152.226,1.007199818484928,0.9586317573075429,704.8396243264527,712.3914621324421,0.16520457108897263
733,3336,0,3606,12.8,33.2,0,0,1003.8,151.89,1.0094278725965282,0.9630130999901931,712.5436301025696,713.6346390743053,0.16403846646102296
757,3577,0,3613,13,29.3,0,0,1004.4,152.058,1.0083126147173227,0.9674144672167386,738.4203516926892,714.5725625106436,0.16316429214463407
767,3611,0,3614,13,25.9,0,0,1004.9,151.003,1.0153573079255822,0.9710976357803547,756.2704992795091,714.9381782308291,0.16282482200648737
708,3441,0,3612,13,23.1,0,0,1005.6,151.372,1.0128821682258717,0.9762776418015117,700.1087839497961,716.0387938148876,0.16180726784605345
717,3227,0,3613,12.6,22.1,0,0,1006.8,151.059,1.014980898646798,0.9852220182561982,716.9867566201586,715.5822597861735,0.1622285568611293
681,3327,0,3606,12.9,21.4,0,0,1007.6,151.263,1.013612050327487,0.9912304151446819,684.2164266338434,715.7185695780562,0.16210265317176484
725,3675,0,3610,12.9,20.9,0,0,1008.5,151.741,1.0104190664928177,0.9980336717975076,731.1133819648767,715.708504201625,0.16211194672684587
721,3180,0,3612,12.9,20.2,0,0,1008.8,151.681,1.01081875494417,1.0003117846309573,729.027551054281,715.905657292732,0.16193001052582642
647,3490,0,3612,13,18.6,0,0,1008.7,151.047,1.0150615342819564,0.9995518364915104,656.4504836209925,716.8366579810778,0.16107367811076964
735,3302,0,3615,12.9,17.6,0,0,1008.6,151.532,1.0118126835829175,0.998792465693231,742.7843005157683,718.5563807119971,0.15950397964364724
746,3329,0,3606,12.9,16.6,0,0,1008.7,150.966,1.0156061601200712,0.9995518364915104,757.3026478650806,719.5274666568039,0.15862447170534147
