neutrons,muons,gamma,integration_time.s.,V_in.Volt.,temperature_in..C.,temperature_ext..C.,ur...,pressure.hPa.,N_jung,fi,fp,Nc,Nc_SGF,SM
623,3461,0,3606,13.1,25.3,0,0,1001.2,152.285,1.0068095975879874,0.9441707367742975,592.2238993972104,626.7491476385061,0.272935927258868
645,3643,0,3616,13.1,22,0,0,1001.3,152.558,1.0050079285824844,0.9448885792798453,612.5052314031182,625.2140794699569,0.27553173310241236
656,3385,0,3606,13,18.6,0,0,1001.5,152.088,1.00811372079774,0.94632590200889255,625.8267067619191,623.376142146321,0.2786813948755994
636,3424,0,3613,13,17,0,0,1001.6,151.963,1.0089429635416955,0.9470453830625888,607.7073971516326,621.3603980930616,0.2821891476520311
707,3422,0,3607,13.1,16.2,0,0,1001.2,152.027,1.0085182208994894,0.9441707367742975,673.2148679156211,618.151071706124,0.287892494744971
722,3573,0,3607,12.7,15.8,0,0,1000.4,151.949,1.0090359236894395,0.9384475946770042,683.6815362519695,616.4307222028722,0.29101141516476786
673,3685,0,3608,13.1,15.9,0,0,1000,152.2,1.00737187627258,0.9355990459769723,634.2999199768752,613.8691097135945,0.29573772691215244
641,3458,0,3609,12.7,15.9,0,0,999.5,152.272,1.0068955524895362,0.9320505160791289,601.5640898941529,613.9890944958006,0.2955141149171411
695,3243,0,3620,12.9,15.9,0,0,999.1,152.067,1.0082529383014505,0.9292213849683448,651.1386832501795,612.209351501638,0.2988538861230853
682,3467,0,3609,12.6,15.9,0,0,998.1,152.774,1.00358699496437,0.9221860705008429,631.1868720531041,613.746602378058,0.2959662691304926
674,3403,0,3610,13,15.4,0,0,998.5,152.43,1.0058518636009097,0.9249937817138975,627.0941287112632,611.9989226643238,0.2992520402135952
656,3440,0,3609,12.7,15.1,0,0,997.8,153.355,0.9997848102030366,0.9200858813854939,603.4464547192172,610.9890179402902,0.30117264627930695
641,3422,0,3609,12.8,15,0,0,997.2,153.184,1.000900874560572,0.9158998411915867,587.6206942695294,609.2606315330653,0.30449757504090313
619,3528,0,3611,12.8,15.1,0,0,996.6,152.673,1.0042509125299606,0.9117328458856174,566.7616877853208,607.823054488203,0.3073001956826563
631,3426,0,3610,12.9,15.8,0,0,996.7,152.694,1.0041127979402378,0.9124260262236541,578.1087282162083,605.1697583113695,0.31256366841894256
659,3511,0,3611,12.8,16.9,0,0,996.4,153.31,1.0000782699672994,0.9103480646602189,599.9663302809173,604.436581279198,0.3140392977503201
702,3515,0,3608,12.9,16.8,0,0,996.6,152.858,1.0030354941755528,0.9117328458856174,641.9792847515324,601.8472622581361,0.3193260246536885
661,3423,0,3609,12.9,16.1,0,0,997,152.582,1.0048498484007724,0.914508730944598,607.4219573292198,599.001655689165,0.3252751295143153
663,3324,0,3610,12.5,16.8,0,0,996.8,153.023,1.001953951815653,0.913119733578988,606.5813026332344,595.7810871499073,0.3321906563541676
621,3408,0,3610,12.8,17.4,0,0,996.5,153.426,0.9993221459771269,0.911040192164498,565.3724593811543,593.5710666257211,0.33705254500809184
637,3418,0,3609,13.1,17.6,0,0,996.6,153.009,1.0020456284838584,0.9117328458856174,581.9618703037969,592.0169008608585,0.3405300949527217
629,3456,0,3610,12.7,17.1,0,0,996.8,152.527,1.0052121891120043,0.913119733578988,577.3459452904397,590.922325172831,0.343008914041249
644,3387,0,3609,12.4,16.6,0,0,997.4,152.62,1.004599656458437,0.9172930675339751,593.4539215325211,587.90329854892,0.3499761856725841
620,3255,0,3610,12.4,16.2,0,0,997.8,152.517,1.0052780973182442,0.9200858813854939,573.4641542093252,586.0501401821285,0.3543502268776244
615,3346,0,3610,12.8,15.6,0,0,998.2,152.766,1.0036395504803861,0.9228871983092433,569.641347105943,584.5725410092786,0.3578924758912712
625,3407,0,3611,12.3,15.2,0,0,998.3,152.745,1.0037775349025282,0.9235888591773143,579.4235927052767,584.6063139187321,0.35781096225202136
659,3530,0,3612,12.9,15,0,0,998.5,152.786,1.0035081720097827,0.9249937817138975,611.7093817263572,582.3728415937541,0.36325799358712757
634,3332,0,3612,12.5,14.9,0,0,999.3,153.204,1.0007702120616084,0.9306348754541214,590.4769534925349,579.747237705647,0.36981113296463347
615,3335,0,3612,12.3,14.8,0,0,999.7,152.947,1.0024518268987732,0.9334683101140635,575.4905628879615,578.1723013258919,0.37382203973815903
627,3409,0,3612,12.6,14.7,0,0,1000.1,152.638,1.0044811879655569,0.9363103715213833,589.6973587399999,577.9846094840618,0.37430412675353364
623,3309,0,3613,12.4,14.7,0,0,1000.1,152.982,1.0022224808715186,0.9363103715213833,584.6177820256099,577.9909645116745,0.37428778947822683
652,3172,0,3613,12.7,14.7,0,0,1000.2,152.446,1.005746294220161,0.937022237878691,614.4491314631409,580.4467832223146,0.3680490325576912
581,3313,0,3613,12.5,14.8,0,0,999.9,152.586,1.0048235065385203,0.9348882608345962,545.7900639751139,580.0683020314735,0.3690009259459424
629,3361,0,3613,12.8,15,0,0,1000,152.463,1.0056341510313103,0.9355990459769723,591.8074516009497,578.3586471931111,0.37334427740831505
547,3301,0,3613,12.6,14.8,0,0,1000.2,153.51,0.9987753212734458,0.937022237878691,511.9234536126761,580.6574982616337,0.36752057334994787
593,3372,0,3613,12.9,14.9,0,0,1001,153.922,0.9961019189504208,0.9427366874080209,556.8636612715109,581.7195622401317,0.3648731531997092
616,3277,0,3612,12.3,15.5,0,0,1001.6,153.549,0.9985216417474986,0.9470453830625888,582.5175113943076,583.1151885734225,0.3614347574401959
605,3379,0,3612,12.4,16.6,0,0,1002.2,153.751,0.997209771440099,0.9513737712341571,573.9751286847439,584.1800487043325,0.35884169083564593
618,3413,0,3612,13,17.6,0,0,1002.8,153.323,0.9999934750082288,0.9557219419256533,590.6323062139693,585.6685828497086,0.3552602422882886
581,3421,0,3610,12.8,18.6,0,0,1003.6,153.908,0.9961925278002877,0.9615504319875029,556.5337155159207,585.3075054230188,0.35612441124576943
611,3432,0,3610,13,19.1,0,0,1004.5,154.268,0.9938678116569001,0.9681499816719137,587.9122063239989,584.6469868239428,0.35771282928434256
625,3405,0,3608,12.5,19.4,0,0,1005.5,153.761,0.9971449169079719,0.9755359526713118,607.9691977919839,585.4258737237975,0.3558407974595646
642,3351,0,3607,13,23.6,0,0,1006.1,154.629,0.9915475077035141,0.9799945545018041,623.8385634868973,587.6299122860128,0.3506167364076819
628,3416,0,3614,13.3,21.6,0,0,1006.3,154.363,0.9932561531499561,0.9814852788881658,612.2160316785524,589.2755214580483,0.3467853846950092
612,3323,0,3610,13.1,23,0,0,1006.7,154.241,0.9940417889451355,0.9844735339823752,598.9079937280558,591.7931385815949,0.341034828106705
617,3452,0,3611,13.4,24.3,0,0,1006.9,154.823,0.990305055248165,0.9859710715942871,602.4462882379445,592.2875200185946,0.33992103824489234
587,3551,0,3607,13,21.4,0,0,1007.1,154.41,0.9929538214408825,0.9874708871942022,575.5611257176467,593.6188470319113,0.3369464059504984
647,3576,0,3612,12.8,20.5,0,0,1007.5,154.499,0.9923818249224051,0.9904773662240083,635.956833345804,594.1205427725963,0.3358346994988414
598,3348,0,3614,12.7,19.4,0,0,1007.8,154.413,0.9929345299209694,0.9927382310254659,589.4629931171918,595.9239056481786,0.3318797670708848
590,3584,0,3616,12.5,18.4,0,0,1008.1,154.301,0.9936552554337734,0.99500425647958,583.3278130916462,596.6998203293816,0.33019765118237504
575,3564,0,3608,12.7,17.8,0,0,1008.5,154.936,0.9895827926930258,0.9980336717975076,567.891245179955,599.5865672326048,0.32404015023331667
600,3530,0,3610,12.6,17.3,0,0,1009.3,155.114,0.9884472037900297,1.0041202008205221,595.5118828620768,600.9350371784826,0.32121704211098506
633,3472,0,3609,12.6,16.8,0,0,1009.9,154.504,0.9923497098371995,1.0087094444595222,633.6282680208116,603.533937718254,0.31586883931562476
615,3458,0,3611,12.5,16.5,0,0,1010.6,153.833,0.9966782131836905,1.0140900785001965,621.5937147798338,605.1937959601427,0.31251544612123333
553,3507,0,3611,12.5,16.4,0,0,1010.9,154.17,0.9944995755898468,1.0164048417064766,558.9802435886196,607.0095127445227,0.30890142402588694
620,3301,0,3611,12.3,15.9,0,0,1010.7,154.151,0.9946221533995021,1.0148610799032791,625.8300538707412,608.2379767423215,0.30648778451793934
563,3366,0,3624,12.4,15.4,0,0,1011,154.004,0.9955715407956071,1.0171776029982689,570.1349403691098,610.5101267725292,0.302089071829144
625,3449,0,3613,12.5,15.1,0,0,1011,154.44,0.9927609399681862,1.0171776029982689,631.1338707919675,612.1700851804978,0.29892812929541923
652,3417,0,3611,12.6,14.9,0,0,1010.9,154.298,0.9936745749697771,1.0164048417064766,658.5041232000991,613.3738709824382,0.2966630407778744
579,3419,0,3614,12.6,15.5,0,0,1011.1,154.758,0.9907209938658206,1.017950951811873,583.92461425903,614.9977045386133,0.2936431292874281
611,3497,0,3612,12.4,16.8,0,0,1011.5,155.075,0.9886957895772154,1.0210502312232284,616.8094274444786,614.2149256572334,0.2950938411320814
606,3254,0,3613,12.8,20.4,0,0,1011.7,155.006,0.9891359016340443,1.0226034076897643,612.9652086696324,615.0050623057882,0.2936295375906117
600,3366,0,3609,13.1,25.3,0,0,1012.2,155.144,0.9882560689983928,1.0264966931965291,608.6649521149508,616.3615990481728,0.2911376502072499
573,3534,0,3612,12.9,26,0,0,1012.1,155.513,0.9859111429185127,1.0257168520868576,579.4552311743429,617.1192984828394,0.2897578009979153
614,3355,0,3615,13.1,26.7,0,0,1012.4,156.157,0.981845191497574,1.0280581545802054,619.7678887718289,618.2371877084325,0.2877375154729299
637,3416,0,3611,13,28.1,0,0,1012.6,155.944,0.9831862692292533,1.0296219911899005,644.8416000973086,617.5031447981847,0.28906202740669157
617,3381,0,3609,13.2,28.1,0,0,1012.6,155.904,0.9834385235060464,1.0296219911899005,624.7556472944384,618.085633686803,0.28801033326605235
621,3535,0,3608,13.2,29.7,0,0,1012.5,155.514,0.9859048032247042,1.0288397757561114,629.9039456099448,618.8674090855242,0.2866066241857003
619,3507,0,3612,13,27.6,0,0,1012.1,155.339,0.987015492366287,1.0257168520868576,626.6746243265719,621.2343886241621,0.28241031085096113
596,3434,0,3610,13,25.9,0,0,1011.8,155.236,0.9876703829568314,1.0233808816823025,602.4147404438282,622.3970669404102,0.2803781059232974
626,3373,0,3612,13.1,27.4,0,0,1011.6,155.103,0.9885173050726721,1.0218265243529818,632.3183445178456,622.2654050233176,0.28060728514828825
617,3455,0,3612,13.1,26.5,0,0,1011.5,155.252,0.9875685953719543,1.0210502312232284,622.1563570171063,622.3820473180945,0.2804042378672254
644,3249,0,3610,13.1,23.1,0,0,1011.5,155.15,0.988217850910001,1.0210502312232284,649.8089219698525,620.5292806246318,0.2836520067408067
621,3394,0,3607,12.9,19.8,0,0,1011.8,155.394,0.9866661490706633,1.0233808816823025,627.0456048820129,621.2716138941909,0.2823449523330064
637,3315,0,3611,12.9,17.4,0,0,1012,154.94,0.9895572451832108,1.0249376034312683,646.0673327611134,620.247688151182,0.28414986234059364
554,3381,0,3606,12.9,15.3,0,0,1012.7,154.602,0.9917206735274231,1.0304048013333802,566.1180539456636,618.9638263788033,0.2864341186801527
608,3284,0,3609,12.5,14.5,0,0,1012.8,154.649,0.9914192757061906,1.031188206638701,621.5826378850439,617.7648478986237,0.28858890101726337
601,3329,0,3610,12.5,14.2,0,0,1012.7,154.758,0.9907209938658206,1.0304048013333802,613.527044985533,616.3990183339547,0.29106930497752476
611,3310,0,3611,12.7,14.1,0,0,1012.8,153.877,0.9963932203557819,1.031188206638701,627.7835211214453,616.0281219804774,0.29174766205112446
591,3163,0,3612,12.6,14.1,0,0,1012.6,153.777,0.9970411672011203,1.0296219911899005,606.7061275163047,614.3883023231044,0.2947717170323509
626,3277,0,3611,12.6,13.8,0,0,1012.3,153.827,0.9967170884739783,1.0272771272107182,640.9643217231517,613.212755853762,0.2969648906011048
588,3370,0,3613,12.7,13.7,0,0,1012.2,154.083,0.9950611006320403,1.0264966931965291,600.5990344444455,613.4194340035359,0.29657775135825387
642,3292,0,3612,12.6,13.9,0,0,1012.2,154.287,0.9937454196963235,1.0264966931965291,654.8890405807776,610.3451682211087,0.30240559593307303
588,3474,0,3614,12.6,14.6,0,0,1012.3,154.002,0.9955844701282234,1.0272771272107182,601.3717987689287,610.7672582578334,0.30159655758876996
617,3407,0,3613,12.4,15.5,0,0,1012.5,155.095,0.9885682940693553,1.0288397757561114,627.5373616877788,611.242393186496,0.30068926121182527
611,3230,0,3612,12.8,16.3,0,0,1012.8,155.316,0.9871616547470103,1.031188206638701,621.967117873269,611.355582434042,0.30047365135899257
589,3401,0,3613,13.1,17,0,0,1013.1,155.709,0.9846701190598274,1.033541998052387,599.4240762203142,611.3100867459214,0.300560289834593
582,3328,0,3610,12.9,18.1,0,0,1013.1,154.822,0.9903114516585928,1.033541998052387,595.6935732888842,610.2101212439868,0.3026650517633749
585,3392,0,3610,13.2,18.9,0,0,1013,154.711,0.9910219672078046,1.0327568045451938,598.73853785126,610.7070267230105,0.3017118309836084
582,3427,0,3608,13.1,19.4,0,0,1013,154.874,0.9899789478459049,1.0327568045451938,595.0411619412116,609.6626155636354,0.3037199551244451
603,3317,0,3616,13.2,19.9,0,0,1012.7,154.8,0.990452193596167,1.0304048013333802,615.4017175509194,610.819013186824,0.30149755349009255
582,3357,0,3607,12.5,19.4,0,0,1012.7,155.051,0.9888488276030898,1.0304048013333802,593.0082854174727,611.222001624926,0.3007281260045871
591,3397,0,3606,12.8,20.5,0,0,1012.6,155.318,0.98714894325633,1.0296219911899005,600.6866439889438,611.3792051632436,0.3004286790465503
551,3346,0,3606,13,21.9,0,0,1012.2,155.601,0.9853535617938617,1.0264966931965291,557.3156572187622,611.1403974302302,0.3008837238382084
576,3379,0,3612,13.4,21.6,0,0,1011.8,155.874,0.9836277991755307,1.0233808816823025,579.8165093956669,610.930231767485,0.30128494408422646
603,3362,0,3613,12.8,20.1,0,0,1011.4,155.584,0.9854612271743024,1.0202745278521166,606.2809159279127,610.31998645077,0.30245395351433424
595,3493,0,3614,12.5,18.7,0,0,1011.3,155.496,0.9860189301891152,1.0194994137916007,598.1212041825585,611.7177705638144,0.2997851012502939
628,3352,0,3607,12.8,17.8,0,0,1011.3,154.532,0.9921699037654768,1.0194994137916007,635.2324469499196,612.5021032907632,0.29830112702745887
599,3212,0,3608,12.3,17.3,0,0,1011.3,153.77,0.9970865550412087,1.0194994137916007,608.9009658600354,613.2515767750036,0.296892122584883
612,3465,0,3610,12.7,17,0,0,1011.8,153.926,0.9960760337349549,1.0233808816823025,623.8514838112889,614.0443207820783,0.295411265868778
613,3579,0,3610,12.6,16.5,0,0,1011.7,153.967,0.9958107878226286,1.0226034076897643,624.2298565905307,615.4400837261562,0.2928274009374036
590,3293,0,3612,12.8,16.3,0,0,1011.5,154.262,0.9939064680134231,1.0210502312232284,598.748773097827,613.2943489272438,0.29681197528020137
619,3376,0,3611,12.7,16.2,0,0,1011.4,154.687,0.9911757262645643,1.0202745278521166,625.9769632563623,613.0512608553761,0.2972678570438796
632,3462,0,3612,12.3,16,0,0,1011.1,155.583,0.9854675611646945,1.017950951811873,633.99562966015,613.5796211989428,0.2962781523277649
677,3626,0,3613,12.6,15.9,0,0,1010.5,155.599,0.9853662270881347,1.0133196628355714,675.9783887226978,613.9751404943671,0.29554010917048834
596,3279,0,3611,12.6,15.9,0,0,1010.1,154.535,0.9921506426938018,1.0102438486668746,597.3791939044505,612.4020736084091,0.29848984659417055
613,3266,0,3612,12.6,15.8,0,0,1009.5,154.716,0.9909899400752776,1.0056476240733618,610.9076340537086,613.1683715333377,0.29704811565452904
672,3293,0,3614,12.4,16.3,0,0,1009.3,154.89,0.9898766838962275,1.0041202008205221,667.9378773456026,612.3463147621137,0.2985951114091912
612,3453,0,3611,12.3,17.4,0,0,1009,153.605,0.9981576092489611,1.0018334146894767,611.9924393961687,614.6743559196977,0.29424125170891624
646,3406,0,3612,12.6,17.3,0,0,1008.9,153.569,0.9983915996632567,1.0010723105505197,645.6525718388954,614.0307838224078,0.2954364716846861
585,3341,0,3611,12.8,18.9,0,0,1009.2,154.053,0.9952548770143176,1.003357359384363,584.1788386095643,615.505252886223,0.2927074822600121
620,3352,0,3610,12.7,19.6,0,0,1008.7,154.164,0.9945382811076949,0.9995518364915104,616.3373905122301,615.5890511639385,0.2925533781846286
656,3312,0,3608,12.8,21.3,0,0,1008.4,153.951,0.9959142816135437,0.9972754543660608,651.539769215002,615.7256594725785,0.2923023842505904
599,3403,0,3607,12.8,21.1,0,0,1008.3,154.302,0.9936488157553802,0.9965178129609442,593.1230580919424,614.5791858298953,0.2944175987547033
615,3294,0,3616,12.8,22,0,0,1008.3,154.359,0.9932818920094497,0.9965178129609442,608.7412056875638,613.5068722454197,0.29641416585095237
572,3486,0,3614,12.7,21.1,0,0,1008.1,154.371,0.9932046794325791,0.99500425647958,565.2749294139679,613.9714319325317,0.29554701818028883
623,3300,0,3615,12.7,21.1,0,0,1008.3,155.04,0.9889189858661421,0.9965178129609442,613.95116484932,614.5506031961968,0.29447058845702506
615,3408,0,3615,12.4,21.4,0,0,1007.8,154.757,0.9907273956505144,0.9927382310254659,604.8727717447335,613.9696283166252,0.29555037837337694
638,3449,0,3615,12.7,20.9,0,0,1007.8,155.13,0.9883452560348525,0.9927382310254659,625.9852612735714,613.7264488645216,0.29600388848588594
635,3470,0,3606,12.4,20.8,0,0,1007.7,154.11,0.9948867663921008,0.9919840366000707,626.6889869583737,611.2738111187566,0.300629393946132
619,3334,0,3616,12.3,19.9,0,0,1008.1,152.964,1.0023404171483923,0.99500425647958,617.34911555108,610.2136448859252,0.30265827831141157
572,3425,0,3607,12.2,18.8,0,0,1008.4,151.816,1.0099199001994958,0.9972754543660608,576.1002832412137,609.1057863415056,0.30479781951162976
576,3351,0,3609,12.5,18,0,0,1008.6,151.42,1.0125610855150355,0.998792465693231,582.5309087615483,608.7285800165528,0.3055308655481008
605,3267,0,3610,12.5,17.4,0,0,1008.7,151.307,1.0133172924496994,0.9995518364915104,612.7822121731045,607.8095838051096,0.30732661898149033
586,3327,0,3611,12.1,17.1,0,0,1008.4,151.451,1.0123538277640074,0.9972754543660608,591.6230354076667,608.6531069011768,0.3056778172103203
586,3337,0,3612,12.4,16.8,0,0,1008.4,151.592,1.0114122088809874,0.9972754543660608,591.0727501156164,608.3107344677261,0.30634562004534116
625,3372,0,3612,12.2,16.6,0,0,1008.3,151.538,1.011772621841958,0.9965178129609442,630.1559002073177,609.1972119798891,0.30462049801094804
621,3355,0,3612,12.5,16.6,0,0,1008,152.63,1.0045338371793662,0.9942483405291013,620.2275384855884,610.3026491101863,0.3024872530574078
589,3519,0,3613,12.1,16.6,0,0,1007.1,152.343,1.006426285216168,0.9874708871942022,585.358010830447,611.0408031567309,0.30107376799068886
613,3299,0,3613,12.7,16.4,0,0,1006.3,153.101,1.0014434887341472,0.9814852788881658,602.518951642386,613.2452865619715,0.2969039117075323
664,3428,0,3613,12.1,16.2,0,0,1006.2,152.989,1.0021766242585197,0.9807396334573656,652.6285585295342,614.3630223631216,0.29481865707661614
624,3420,0,3612,12.1,18.4,0,0,1006.3,152.872,1.0029436363015245,0.9814852788881658,614.2496347007361,614.128756228927,0.2952541107007852
641,3425,0,3613,12.8,21,0,0,1006.5,152.894,1.0027993222015688,0.9829782708985534,631.8528939731971,614.6191523466193,0.29434352526366997
593,3303,0,3609,12.5,26.2,0,0,1006.4,153.564,0.9984241070087173,0.9822314912248913,581.5453745047173,615.5059582830067,0.29270618460072917
639,3483,0,3611,12.4,28.7,0,0,1006.8,152.884,1.0028649143709392,0.9852220182561982,631.3604961889394,615.7436692748399,0.2922693153714439
595,3474,0,3614,12.8,31.5,0,0,1006.6,153.142,1.0011753768965188,0.983725618340492,586.0047106893578,618.0354447643589,0.2881007542154004
638,3521,0,3616,13.1,34.2,0,0,1006.6,152.755,1.0037118233032416,0.983725618340492,629.9465477013429,617.6445159278053,0.2888063209319051
616,3440,0,3614,13.2,36.3,0,0,1007,153.454,0.9991398045582823,0.9867206944292943,607.2971038199898,617.6008450260194,0.2888852796992366
659,3395,0,3611,13.4,36.6,0,0,1006.8,153.662,0.9977873486528007,0.9852220182561982,647.8247211185105,619.4300968829757,0.2856017855109211
668,3534,0,3621,13.6,36.8,0,0,1006.6,154.249,0.9939902337693384,0.983725618340492,653.179523102554,620.4368799397629,0.28381524677997894
612,3446,0,3614,13.7,37.6,0,0,1006.2,154.205,0.99427385343333,0.9807396334573656,596.7757500383373,620.9027836846963,0.2829933911955752
624,3302,0,3616,14.2,37.4,0,0,1006,153.588,0.9982680910532508,0.9792500415911245,609.9937394821847,620.3000835123524,0.28405714181404407
642,3452,0,3615,13.9,35.9,0,0,1005.9,153.77,0.9970865550412087,0.9785060942952961,626.3706837558393,620.9150063401115,0.28297187181015393
636,3350,0,3611,13.8,34.1,0,0,1005.6,153.173,1.000972753479312,0.9762776418015117,621.5165750584857,620.7021470340458,0.28334693734396116
667,3672,0,3612,13.3,30.1,0,0,1005.7,153.573,0.9983655953109378,0.9770198948297045,650.607173637836,620.077987894064,0.28445043826129435
639,3551,0,3615,12.9,24.9,0,0,1005.7,154.205,0.99427385343333,0.9770198948297045,620.7407895208352,621.0151102244635,0.28279570695197875
661,3485,0,3609,13.1,21.5,0,0,1006.4,153.662,0.9977873486528007,0.9822314912248913,647.8184407144894,621.6662311376613,0.28165329886806095
626,3278,0,3609,13.3,19.2,0,0,1007.1,154.159,0.9945705380074252,0.9874708871942022,614.8005166661729,620.9404878139022,0.2829270155505752
685,3413,0,3614,13.2,17.8,0,0,1007.5,153.982,0.9957137819270218,0.9904773662240083,675.5688955016758,620.7935422142444,0.28318581722096137
602,3477,0,3607,12.9,17,0,0,1007.4,153.917,0.9961342773617382,0.9897248894030891,593.5111302704684,620.9193398328897,0.2829642427070155
656,3393,0,3608,12.7,16.5,0,0,1007.3,153.266,1.0003653750256851,0.9889729842472935,649.0033206615906,618.9172352527562,0.2865174606162689
620,3344,0,3609,13.1,15.7,0,0,1007.2,153.705,0.9975082109800374,0.9882216503223219,611.1707104881508,617.0626878160606,0.28986059995340213
581,3246,0,3609,13,15.1,0,0,1007.1,153.844,0.9966069496937591,0.9874708871942022,571.7739226516402,618.5110500762825,0.28724537684515705
614,3380,0,3611,12.6,14.9,0,0,1007.2,153.85,0.9965680829943885,0.9882216503223219,604.6857155600542,618.2756765915113,0.28766828372855135
569,3428,0,3610,12.8,15.1,0,0,1007.2,154.335,0.9934363531842204,0.9882216503223219,558.6073927748887,618.0192915273743,0.28812986392365
649,3430,0,3611,12.6,16.5,0,0,1007.2,153.146,1.0011492273300424,0.9882216503223219,642.0929147315067,617.8602891242291,0.2884166058945522
627,3473,0,3610,12.9,23.9,0,0,1007.7,154.733,0.99088106330703,0.9919840366000707,616.3022495001134,618.7922573837327,0.28674117572150387
610,3422,0,3615,13,28.4,0,0,1007.9,154.385,0.9931146132635079,0.9934929988564917,601.8579733570141,618.9336112693094,0.2864881637084462
659,3425,0,3614,13.3,30.4,0,0,1007.9,153.83,0.9966976504497604,0.9934929988564917,652.5497987433456,621.7686668347952,0.2814741150874577
639,3436,0,3612,13.4,32.8,0,0,1008,154.985,0.9892699265650653,0.9942483405291013,628.507609023681,622.940245473333,0.2794351569952407
604,3366,0,3613,13.9,35.2,0,0,1008,154.867,0.9900236949684998,0.9942483405291013,594.5349671473797,624.4685765175661,0.2768037688475875
633,3616,0,3612,14.4,35.8,0,0,1007.7,154.536,0.9921442225027609,0.9919840366000707,622.9930490506514,624.1769149004784,0.27730347160959756
654,3512,0,3611,14.1,35.5,0,0,1007.6,154.302,0.9936488157553802,0.9912304151446819,644.1474430095946,624.2760654376999,0.27713346773304004
633,3379,0,3607,14.3,36.4,0,0,1007.3,154.052,0.9952613375268524,0.9889729842472935,623.0534020255666,624.5523845244012,0.2766603943738883
605,3338,0,3613,13.3,35.8,0,0,1007.1,154.587,0.9918169029005458,0.9874708871942022,592.5311418100517,624.6533921621824,0.276487722048789
638,3517,0,3606,13,35.1,0,0,1006.5,154.528,0.992195586357726,0.9829782708985534,622.2456757937579,625.8462423726492,0.2744589410520772
626,3575,0,3616,13.1,35.3,0,0,1005.9,154.065,0.9951773574055539,0.9785060942952961,609.5907303128902,625.5579430458866,0.2749475268045919
627,3339,0,3614,14.1,34.9,0,0,1005.9,154.035,0.9953711790741498,0.9785060942952961,610.6834315358387,626.450549525974,0.27343840410527487
643,3605,0,3613,13.2,30.3,0,0,1006.2,153.69,0.9976055668468129,0.9807396334573656,629.1056174510903,627.5464070606326,0.2716000631829229
685,3409,0,3612,13,25,0,0,1006.4,153.866,0.9964644532819898,0.9822314912248913,670.4497546413389,628.8133961435493,0.2694941980753537
639,3599,0,3607,12.9,21.8,0,0,1006.9,154.293,0.9937067758659606,0.9859710715942871,626.0705600420307,629.7678223341526,0.26792151540581405
641,3416,0,3607,12.7,19.8,0,0,1007.3,154.437,0.9927802247433365,0.9889729842472935,629.3548386238805,630.1296319208303,0.2673283734641338
646,3304,0,3613,12.7,18.4,0,0,1007.8,155.249,0.9875876789459943,0.9927382310254659,633.3487653150873,631.39942426995,0.265259799923393
626,3449,0,3616,13.1,17.4,0,0,1007.8,155.341,0.9870027846395134,0.9927382310254659,613.3769594235899,630.7701878259619,0.26628232919304706
639,3535,0,3608,12.9,16.7,0,0,1007.8,154.216,0.9942029333447026,0.9927382310254659,630.6823039891985,633.2001088882341,0.26236085194139275
698,3450,0,3607,13.1,16.3,0,0,1007.5,154.583,0.9918425672207595,0.9904773662240083,685.7135343553944,633.7122527521408,0.26154363061119695
699,3403,0,3609,12.7,15.8,0,0,1007.6,154.645,0.9914449194522077,0.9912304151446819,686.9425010120865,636.9473710970518,0.25645440585365675
631,3290,0,3611,12.7,15.6,0,0,1007.4,155.121,0.9884025990593579,0.9897248894030891,617.2736380680815,639.0345908161333,0.25323640495083666
685,3462,0,3610,12.6,15.6,0,0,1007.3,155.339,0.987015492366287,0.9889729842472935,668.6501850339021,639.4050339725919,0.25267051809757746
652,3375,0,3611,12.7,20.5,0,0,1007.6,155.842,0.9838297735442734,0.9912304151446819,635.8317006500165,640.5828002834953,0.25088173995082164
664,3314,0,3607,12.7,25.9,0,0,1007.6,156.025,0.9826758504642632,0.9912304151446819,646.7746389623411,639.5673908820352,0.2524229964754602
687,3289,0,3609,13.4,32.3,0,0,1007.6,156.716,0.9783429871148234,0.9912304151446819,666.2274044616679,640.5294364500097,0.25096244896667663
683,3383,0,3612,12.9,35.1,0,0,1007.8,156.656,0.9787176971752545,0.9927382310254659,663.6099546757155,642.3194836694337,0.2482725227545601
605,3340,0,3607,13.5,36.8,0,0,1007.8,156.344,0.980670825670871,0.9927382310254659,588.9973995203441,641.7714916788474,0.24909220577263796
602,3441,0,3613,13.3,37.7,0,0,1007.8,157.081,0.9760696683156249,0.9927382310254659,583.3269688805226,643.0619912130306,0.2471671722190029
630,3546,0,3607,14.1,39.7,0,0,1007.5,156.458,0.9799562794404036,0.9904773662240083,611.4934442451298,643.2098842701374,0.24694773071158174
644,3631,0,3606,14.1,38.8,0,0,1007.4,156.95,0.9768843553277266,0.9897248894030891,622.6493137854043,642.4563326686377,0.24806834320050644
675,3478,0,3614,14,38.6,0,0,1006.8,156.447,0.9800251814907711,0.9852220182561982,651.7411113939082,642.578651089301,0.24788601816279124
648,3630,0,3606,14.2,39.4,0,0,1006.3,156.403,0.9803008866114248,0.9814852788881658,623.4737761304045,643.1068178811438,0.24710063379269892
702,3560,0,3614,14.3,39.6,0,0,1005.7,155.99,0.9828963367439365,0.9770198948297045,674.137111438952,642.4461918955718,0.24808346620801883
